"","B1","B3","B4","E1","E2","E3"
"scaffold_35389_1",0,0,0,0,0,0
"scaffold_35389_2",0,0,0,0,0,0
"scaffold_35389_3",0,0,0,0,0,0
"scaffold_654_1",0,0,0,0,0,0
"scaffold_654_2",0,0,0,0,0,0
"scaffold_654_3",0,0,0,0,0,0
"scaffold_654_4",0,0,0,0,0,0
"scaffold_654_5",0,0,0,0,0,0
"scaffold_654_6",0,0,0,0,0,0
"scaffold_654_7",0,0,0,0,0,0
"scaffold_654_8",0,0,0,0,0,0
"scaffold_654_9",0,0,0,0,0,0
"scaffold_654_10",0,0,0,0,0,0
"scaffold_654_11",0,0,0,0,0,0
"scaffold_654_12",0,0,0,0,0,0
"scaffold_654_13",0,0,0,0,0,0
"scaffold_654_14",0,0,0,0,0,0
"scaffold_654_15",0,0,0,0,0,0
"scaffold_654_16",0,0,0,0,0,0
"scaffold_654_17",0,0,0,0,0,0
"scaffold_654_18",0,0,0,0,0,0
"scaffold_654_19",0,0,0,0,0,0
"scaffold_654_20",0,0,0,0,0,0
"scaffold_654_21",0,0,0,0,0,0
"scaffold_654_22",0,0,0,0,0,0
"scaffold_654_23",0,0,0,0,0,0
"scaffold_654_24",0,0,0,0,0,0
"scaffold_654_25",0,0,0,0,0,0
"scaffold_654_26",0,0,1,0,0,0
"scaffold_654_27",0,0,0,0,0,0
"scaffold_654_28",0,0,0,0,0,0
"scaffold_654_29",0,0,0,0,0,0
"scaffold_654_30",0,0,0,0,0,0
"scaffold_654_31",0,0,0,0,0,0
"scaffold_654_32",0,0,0,0,0,0
"scaffold_654_33",0,0,0,0,0,0
"scaffold_654_34",0,0,0,0,0,0
"scaffold_654_35",0,0,0,0,0,0
"scaffold_654_36",0,0,0,0,0,0
"scaffold_654_37",0,0,0,0,0,0
"scaffold_654_38",0,0,0,0,0,0
"scaffold_654_39",0,0,0,0,0,0
"scaffold_654_40",0,0,0,0,0,0
"scaffold_654_41",0,0,0,0,0,0
"scaffold_654_42",0,0,0,0,0,0
"scaffold_654_43",0,0,0,0,0,0
"scaffold_654_44",0,0,0,0,0,0
"scaffold_654_45",0,0,0,0,0,0
"scaffold_654_46",0,0,1,0,0,0
"scaffold_654_47",0,0,1,0,0,0
"scaffold_654_48",0,0,0,0,0,0
"scaffold_654_49",0,0,0,0,0,0
"scaffold_654_50",0,0,0,0,0,0
"scaffold_654_51",0,0,0,0,0,0
"scaffold_654_52",0,0,0,0,0,0
"scaffold_654_53",0,0,0,0,0,2
"scaffold_654_54",0,0,0,0,0,0
"scaffold_654_55",0,0,6,0,0,0
"scaffold_654_56",0,0,0,0,0,0
"scaffold_654_57",0,0,0,0,0,0
"scaffold_654_58",0,0,0,0,0,0
"scaffold_654_59",0,0,0,0,0,0
"scaffold_654_60",0,0,0,0,0,0
"scaffold_654_61",0,0,0,0,0,0
"scaffold_654_62",0,0,0,0,0,0
"scaffold_654_63",0,0,0,0,0,0
"scaffold_654_64",0,0,0,0,0,0
"scaffold_631_1",0,0,0,0,0,0
"scaffold_631_2",0,0,0,0,0,0
"scaffold_631_3",0,0,0,0,0,0
"scaffold_631_4",0,0,0,0,0,0
"scaffold_631_5",0,0,0,0,0,0
"scaffold_631_6",0,0,0,0,0,0
"scaffold_631_7",0,0,0,0,0,0
"scaffold_631_8",0,0,0,0,0,0
"scaffold_631_9",0,0,0,0,0,0
"scaffold_631_10",0,0,0,0,0,0
"scaffold_631_11",0,0,0,0,0,0
"scaffold_631_12",0,0,0,0,0,0
"scaffold_631_13",0,0,2,0,0,0
"scaffold_631_14",0,0,0,0,0,0
"scaffold_631_15",0,0,0,0,0,0
"scaffold_631_16",0,0,0,0,0,0
"scaffold_631_17",0,0,0,0,0,0
"scaffold_631_18",0,0,0,0,0,0
"scaffold_631_19",0,0,0,0,0,0
"scaffold_631_20",0,0,0,0,0,0
"scaffold_631_21",0,0,0,0,0,0
"scaffold_631_22",0,0,0,0,0,0
"scaffold_631_23",0,0,0,0,0,0
"scaffold_631_24",0,0,0,0,0,0
"scaffold_631_25",0,0,0,0,0,0
"scaffold_631_26",0,0,0,0,0,0
"scaffold_631_27",0,0,0,0,0,0
"scaffold_631_28",0,0,0,0,0,0
"scaffold_631_29",0,0,0,0,0,0
"scaffold_631_30",0,0,0,0,0,0
"scaffold_631_31",0,0,0,0,0,0
"scaffold_631_32",0,0,0,0,0,0
"scaffold_631_33",0,0,0,0,0,0
"scaffold_631_34",0,0,0,0,0,0
"scaffold_631_35",0,0,0,0,0,0
"scaffold_631_36",0,0,0,0,0,0
"scaffold_631_37",0,0,0,0,0,0
"scaffold_631_38",0,0,0,0,0,0
"scaffold_631_39",0,0,0,0,0,0
"scaffold_631_40",0,0,0,0,0,0
"scaffold_631_41",0,0,0,0,0,0
"scaffold_631_42",0,0,0,0,0,0
"scaffold_631_43",0,0,0,0,0,0
"scaffold_631_44",0,0,0,0,0,0
"scaffold_631_45",0,0,3,0,0,0
"scaffold_631_46",0,0,0,0,0,0
"scaffold_631_47",1,0,0,0,1,0
"scaffold_631_48",0,0,0,0,0,0
"scaffold_631_49",0,0,0,0,0,0
"scaffold_631_50",0,0,0,0,0,0
"scaffold_631_51",0,0,0,0,0,0
"scaffold_631_52",0,0,0,0,0,0
"scaffold_631_53",0,0,0,0,0,0
"scaffold_631_54",0,0,0,0,0,0
"scaffold_631_55",0,0,0,0,0,0
"scaffold_631_56",0,0,0,0,0,0
"scaffold_631_57",0,0,0,0,0,0
"scaffold_631_58",0,0,0,0,0,0
"scaffold_631_59",0,0,0,0,0,0
"scaffold_631_60",0,0,0,0,0,0
"scaffold_631_61",0,0,0,0,0,0
"scaffold_631_62",0,0,0,0,0,0
"scaffold_631_63",0,0,0,0,0,0
"scaffold_631_64",0,0,0,0,0,0
"scaffold_631_65",0,0,0,0,0,0
"scaffold_631_66",0,0,4,0,0,0
"scaffold_631_67",0,0,0,0,0,0
"scaffold_631_68",0,0,0,0,0,0
"scaffold_631_69",0,0,0,0,0,0
"scaffold_631_70",0,0,1,0,0,0
"scaffold_631_71",0,0,3,0,0,0
"scaffold_631_72",0,0,0,0,0,0
"scaffold_631_73",0,0,0,0,0,0
"scaffold_631_74",0,0,0,0,0,0
"scaffold_631_75",0,0,1,0,0,0
"scaffold_631_76",0,0,0,0,0,0
"scaffold_631_77",0,0,0,0,0,0
"scaffold_1016_1",0,0,0,0,0,0
"scaffold_1016_2",0,0,0,0,0,0
"scaffold_1016_3",0,0,0,0,0,0
"scaffold_1016_4",0,0,0,0,0,0
"scaffold_1016_5",0,0,0,0,0,0
"scaffold_1016_6",0,0,0,0,0,0
"scaffold_1016_7",0,0,0,0,0,0
"scaffold_1016_8",0,0,0,0,0,0
"scaffold_1016_9",0,0,0,0,0,0
"scaffold_1016_10",0,0,3,0,0,0
"scaffold_1016_11",0,0,0,0,0,0
"scaffold_1016_12",0,0,0,0,0,0
"scaffold_1016_13",0,0,0,0,0,0
"scaffold_1016_14",0,0,0,0,0,0
"scaffold_1016_15",0,0,0,0,0,0
"scaffold_1016_16",0,0,0,0,0,0
"scaffold_1016_17",0,0,0,0,0,0
"scaffold_1016_18",0,0,0,0,0,0
"scaffold_1016_19",0,0,0,0,0,0
"scaffold_1016_20",0,0,0,0,0,0
"scaffold_1016_21",0,0,0,0,0,0
"scaffold_1016_22",0,0,0,0,0,0
"scaffold_1016_23",0,0,0,0,0,0
"scaffold_1016_24",0,0,0,0,0,0
"scaffold_1016_25",0,0,0,0,0,0
"scaffold_1016_26",0,0,0,0,0,0
"scaffold_1016_27",0,0,0,0,0,0
"scaffold_1016_28",0,0,0,0,0,0
"scaffold_1016_29",0,0,0,0,0,0
"scaffold_1016_30",0,0,0,0,0,0
"scaffold_1016_31",0,0,0,0,0,0
"scaffold_1016_32",0,0,0,0,0,0
"scaffold_1016_33",0,0,0,0,0,0
"scaffold_1016_34",0,0,0,0,0,0
"scaffold_1016_35",0,0,0,0,0,0
"scaffold_1016_36",0,0,3,0,0,0
"scaffold_1016_37",0,0,0,0,0,0
"scaffold_1016_38",0,0,0,0,0,0
"scaffold_1016_39",0,0,0,0,0,0
