"","B1","B3","B4","E1","E2","E3"
"scaffold_9361_1",0,0,0,0,0,0
"scaffold_9361_2",0,0,0,0,0,0
"scaffold_9361_3",0,0,0,0,0,0
"scaffold_9361_4",0,0,0,0,0,0
"scaffold_9361_5",0,0,0,0,0,0
"scaffold_8418_1",0,0,0,0,0,0
"scaffold_8418_2",0,0,0,0,0,0
"scaffold_8418_3",0,0,0,0,0,0
"scaffold_8418_4",0,0,2,0,0,0
"scaffold_8418_5",0,0,0,0,0,0
"scaffold_8418_6",0,3,0,0,0,0
"scaffold_297_1",0,0,0,0,0,0
"scaffold_297_2",0,0,0,0,0,0
"scaffold_297_3",0,0,0,0,0,0
"scaffold_297_4",0,0,0,0,0,0
"scaffold_297_5",0,0,0,0,0,0
"scaffold_297_6",0,0,0,0,0,0
"scaffold_297_7",0,0,2,0,0,0
"scaffold_297_8",0,0,0,0,0,0
"scaffold_297_9",0,0,1,0,0,0
"scaffold_297_10",0,0,0,0,0,0
"scaffold_297_11",0,0,0,0,0,0
"scaffold_297_12",0,0,2,0,0,0
"scaffold_297_13",0,0,0,0,0,0
"scaffold_297_14",0,0,0,0,0,0
"scaffold_297_15",0,0,1,1,0,0
"scaffold_297_16",0,0,2,0,0,0
"scaffold_297_17",0,0,0,0,0,0
"scaffold_297_18",0,0,0,0,0,0
"scaffold_297_19",0,0,2,0,0,0
"scaffold_297_20",0,0,0,0,0,0
"scaffold_297_21",0,0,0,0,0,0
"scaffold_297_22",0,0,0,0,0,0
"scaffold_297_23",0,0,0,0,0,0
"scaffold_297_24",0,0,0,0,0,0
"scaffold_297_25",0,0,0,0,0,0
"scaffold_297_26",0,0,0,0,0,0
"scaffold_297_27",0,0,0,0,0,0
"scaffold_297_28",0,0,0,0,0,0
"scaffold_297_29",0,0,2,0,0,0
"scaffold_297_30",0,0,0,0,0,0
"scaffold_297_31",0,0,0,0,0,0
"scaffold_297_32",0,0,0,0,0,0
"scaffold_297_33",0,0,0,0,0,0
"scaffold_297_34",0,1,0,0,0,0
"scaffold_297_35",0,0,0,0,0,0
"scaffold_297_36",0,0,4,0,0,0
"scaffold_297_37",0,0,0,0,0,0
"scaffold_297_38",0,0,0,0,0,1
"scaffold_297_39",1,0,7,0,0,1
"scaffold_297_40",0,0,0,0,0,0
"scaffold_297_41",0,0,0,0,0,0
"scaffold_297_42",0,1,2,0,0,0
"scaffold_297_43",0,0,0,0,0,0
"scaffold_297_44",0,0,1,0,0,0
"scaffold_297_45",0,0,5,0,0,0
"scaffold_297_46",0,0,0,0,0,0
"scaffold_297_47",0,0,0,0,0,0
"scaffold_297_48",0,0,3,0,0,0
"scaffold_297_49",0,0,0,0,0,0
"scaffold_297_50",0,0,3,0,0,0
"scaffold_297_51",0,0,0,0,0,0
"scaffold_297_52",0,0,2,0,0,0
"scaffold_297_53",0,0,1,0,1,0
"scaffold_297_54",0,0,0,0,0,0
"scaffold_297_55",0,0,0,0,0,0
"scaffold_297_56",0,0,0,0,0,0
"scaffold_297_57",0,0,0,0,0,0
"scaffold_297_58",0,0,0,0,0,0
"scaffold_297_59",0,0,0,0,0,0
"scaffold_297_60",0,0,0,0,0,0
"scaffold_297_61",0,0,0,0,0,0
"scaffold_297_62",0,0,2,0,0,0
"scaffold_297_63",0,0,0,0,0,0
"scaffold_297_64",0,0,1,0,0,0
"scaffold_297_65",0,0,1,0,0,0
"scaffold_297_66",0,2,1,0,0,0
"scaffold_297_67",0,0,0,0,0,0
"scaffold_297_68",0,0,0,0,0,0
"scaffold_297_69",0,0,0,0,0,0
"scaffold_297_70",0,0,0,0,0,0
"scaffold_297_71",0,0,0,0,0,0
"scaffold_297_72",0,0,0,0,0,0
"scaffold_297_73",0,0,0,0,0,1
"scaffold_297_74",0,0,0,0,0,0
"scaffold_297_75",0,0,0,0,0,0
"scaffold_297_76",0,0,0,0,0,0
"scaffold_297_77",0,0,0,0,1,0
"scaffold_297_78",0,0,0,0,0,0
"scaffold_297_79",0,0,0,0,0,0
"scaffold_297_80",0,0,0,0,0,0
"scaffold_297_81",0,0,0,0,0,0
"scaffold_297_82",0,0,1,0,0,0
"scaffold_297_83",0,0,1,0,0,0
"scaffold_297_84",0,0,0,0,0,0
"scaffold_297_85",0,0,0,0,0,0
"scaffold_297_86",0,0,0,0,0,0
"scaffold_297_87",0,0,0,0,0,0
"scaffold_4060_1",0,0,0,0,0,0
"scaffold_4060_2",0,0,0,0,0,0
"scaffold_4060_3",0,0,0,0,0,0
"scaffold_4060_4",0,0,0,0,0,0
"scaffold_4060_5",0,0,0,0,0,0
"scaffold_4060_6",0,0,0,0,0,0
"scaffold_4060_7",0,0,0,0,0,0
"scaffold_4060_8",0,0,6,0,0,0
"scaffold_4060_9",0,0,0,0,0,0
"scaffold_4060_10",0,0,0,0,0,0
"scaffold_4060_11",3,0,0,0,0,0
"scaffold_4060_12",0,0,2,0,0,0
"scaffold_4060_13",0,0,0,0,0,0
"scaffold_4060_14",0,0,0,0,0,0
"scaffold_4060_15",0,0,0,0,0,0
"scaffold_1204_1",0,0,0,0,0,0
"scaffold_1204_2",0,0,0,0,0,0
"scaffold_1204_3",0,0,0,0,0,0
"scaffold_1204_4",0,0,0,0,0,0
"scaffold_1204_5",0,0,0,0,0,0
"scaffold_1204_6",0,0,2,0,0,0
"scaffold_1204_7",0,0,0,0,0,0
"scaffold_1204_8",0,0,0,0,0,0
"scaffold_1204_9",0,0,0,0,0,0
"scaffold_1204_10",0,0,2,0,0,0
"scaffold_1204_11",0,0,0,0,0,0
"scaffold_1204_12",0,0,0,0,0,0
"scaffold_1204_13",0,0,0,0,0,0
"scaffold_1204_14",0,0,1,0,0,0
"scaffold_1204_15",0,0,0,0,0,0
"scaffold_1204_16",0,0,2,0,0,0
"scaffold_1204_17",0,0,0,0,0,0
"scaffold_1204_18",0,0,5,0,1,0
"scaffold_1204_19",0,0,0,0,0,0
"scaffold_1204_20",0,0,0,0,0,0
"scaffold_1204_21",0,0,0,0,0,0
"scaffold_1204_22",0,0,0,0,0,0
"scaffold_1204_23",0,0,0,0,0,0
"scaffold_1204_24",0,0,0,0,0,0
"scaffold_1204_25",0,0,0,0,0,0
"scaffold_1204_26",0,0,0,0,0,0
"scaffold_1204_27",0,0,0,0,0,0
"scaffold_1204_28",0,0,1,0,0,0
"scaffold_1204_29",0,0,0,0,0,0
"scaffold_1204_30",0,0,0,0,0,0
"scaffold_1204_31",0,0,0,0,0,0
