"","B1","B3","B4","E1","E2","E3"
"scaffold_4107_1",0,0,0,0,0,0
"scaffold_4107_2",0,1,0,0,0,0
"scaffold_4107_3",0,0,0,0,0,0
"scaffold_4107_4",0,0,0,0,0,0
"scaffold_4107_5",0,0,0,0,0,0
"scaffold_4107_6",0,0,0,0,0,0
"scaffold_4107_7",0,0,0,0,0,0
"scaffold_4107_8",0,0,0,0,0,0
"scaffold_4107_9",0,0,0,0,0,0
"scaffold_4107_10",0,0,0,0,0,0
"scaffold_4107_11",0,0,0,0,0,0
"scaffold_4107_12",0,0,0,0,0,0
"scaffold_4107_13",0,0,0,0,0,0
"scaffold_60192_1",0,0,0,0,0,0
"scaffold_60192_2",0,0,0,0,0,0
"scaffold_60192_3",0,0,0,0,0,0
"scaffold_2337_1",0,0,0,0,0,0
"scaffold_2337_2",0,0,1,0,0,0
"scaffold_2337_3",0,0,0,0,0,0
"scaffold_2337_4",0,0,0,0,0,0
"scaffold_2337_5",0,0,0,0,0,0
"scaffold_2337_6",0,0,0,0,0,0
"scaffold_2337_7",0,0,0,0,0,0
"scaffold_2337_8",0,0,0,0,0,0
"scaffold_2337_9",0,0,0,0,0,0
"scaffold_2337_10",0,0,0,0,0,0
"scaffold_2337_11",0,0,0,0,0,0
"scaffold_2337_12",0,0,0,0,0,0
"scaffold_2337_13",0,0,0,0,0,0
"scaffold_2337_14",0,0,0,0,0,0
"scaffold_2337_15",0,0,0,0,0,0
"scaffold_2337_16",0,0,0,0,0,0
"scaffold_2337_17",0,0,0,0,0,0
"scaffold_2337_18",0,0,0,0,0,0
"scaffold_2337_19",0,0,0,0,0,0
"scaffold_2337_20",0,0,0,0,0,0
"scaffold_2337_21",0,0,0,0,0,0
"scaffold_2337_22",0,0,0,0,0,0
"scaffold_2337_23",0,0,0,0,0,0
"scaffold_2337_24",0,0,0,0,0,0
"scaffold_2337_25",0,0,0,0,0,0
"scaffold_2337_26",0,0,0,0,0,0
"scaffold_2337_27",0,0,0,0,0,0
"scaffold_2337_28",0,0,0,0,0,0
