"","B1","B3","B4","E1","E2","E3"
"scaffold_4_partial_0_249648_1",2,0,11,1,2,2
"scaffold_4_partial_0_249648_2",0,0,2,0,0,0
"scaffold_4_partial_0_249648_3",0,0,1,0,0,0
"scaffold_4_partial_0_249648_4",0,0,0,0,0,0
"scaffold_4_partial_0_249648_5",0,0,0,0,0,0
"scaffold_4_partial_0_249648_6",0,0,0,0,2,0
"scaffold_4_partial_0_249648_7",0,0,0,0,0,0
"scaffold_4_partial_0_249648_8",0,0,0,0,0,0
"scaffold_4_partial_0_249648_9",3,0,0,2,3,0
"scaffold_4_partial_0_249648_10",0,0,0,1,6,0
"scaffold_4_partial_0_249648_11",0,0,0,0,5,0
"scaffold_4_partial_0_249648_12",0,0,0,0,0,0
"scaffold_4_partial_0_249648_13",0,0,0,0,0,0
"scaffold_4_partial_0_249648_14",0,0,0,0,0,0
"scaffold_4_partial_0_249648_15",0,0,0,0,0,0
"scaffold_4_partial_0_249648_16",0,1,0,0,1,0
"scaffold_4_partial_0_249648_17",0,0,0,0,1,0
"scaffold_4_partial_0_249648_18",0,0,0,0,0,0
"scaffold_4_partial_0_249648_19",0,0,0,0,0,0
"scaffold_4_partial_0_249648_20",0,2,0,0,0,0
"scaffold_4_partial_0_249648_21",1,0,0,0,0,0
"scaffold_4_partial_0_249648_22",0,0,2,0,0,0
"scaffold_4_partial_0_249648_23",0,0,0,0,0,0
"scaffold_4_partial_0_249648_24",0,0,0,0,0,0
"scaffold_4_partial_0_249648_25",5,2,1,1,0,0
"scaffold_4_partial_0_249648_26",0,0,0,0,0,0
"scaffold_4_partial_0_249648_27",0,0,2,1,1,0
"scaffold_4_partial_0_249648_28",0,0,0,0,0,1
"scaffold_4_partial_0_249648_29",0,0,0,0,0,0
"scaffold_4_partial_0_249648_30",3,2,1,0,0,2
"scaffold_4_partial_0_249648_31",0,0,0,0,0,0
"scaffold_4_partial_0_249648_32",0,0,0,0,0,0
"scaffold_4_partial_0_249648_33",0,0,0,0,0,0
"scaffold_4_partial_0_249648_34",0,0,0,0,0,0
"scaffold_4_partial_0_249648_35",0,0,0,0,0,0
"scaffold_4_partial_0_249648_36",0,0,0,0,1,0
"scaffold_4_partial_0_249648_37",0,0,2,0,2,4
"scaffold_4_partial_0_249648_38",0,0,0,0,0,0
"scaffold_4_partial_0_249648_39",0,0,3,0,0,0
"scaffold_4_partial_0_249648_40",0,0,0,0,0,0
"scaffold_4_partial_0_249648_41",0,0,0,0,0,0
"scaffold_4_partial_0_249648_42",0,0,0,0,0,0
"scaffold_4_partial_0_249648_43",0,0,0,0,4,0
"scaffold_4_partial_0_249648_44",0,0,0,0,0,0
"scaffold_4_partial_0_249648_45",0,0,0,0,0,0
"scaffold_4_partial_0_249648_46",0,0,0,0,0,0
"scaffold_4_partial_0_249648_47",0,0,0,0,1,0
"scaffold_4_partial_0_249648_48",0,0,0,0,2,3
"scaffold_4_partial_0_249648_49",0,0,2,0,2,0
"scaffold_4_partial_0_249648_50",0,0,1,0,0,0
"scaffold_4_partial_0_249648_51",0,0,0,0,0,0
"scaffold_4_partial_0_249648_52",0,0,1,0,0,0
"scaffold_4_partial_0_249648_53",0,0,0,0,0,0
"scaffold_4_partial_0_249648_54",0,0,0,0,0,0
"scaffold_4_partial_0_249648_55",0,0,0,0,0,0
"scaffold_4_partial_0_249648_56",0,1,0,0,0,0
"scaffold_4_partial_0_249648_57",0,0,0,0,0,0
"scaffold_4_partial_0_249648_58",0,0,0,0,0,0
"scaffold_4_partial_0_249648_59",0,0,0,0,0,0
"scaffold_4_partial_0_249648_60",0,0,0,0,0,0
"scaffold_4_partial_0_249648_61",0,0,0,0,0,0
"scaffold_4_partial_0_249648_62",0,0,0,0,0,0
"scaffold_4_partial_0_249648_63",0,0,0,0,0,0
"scaffold_4_partial_0_249648_64",0,0,0,0,0,0
"scaffold_4_partial_0_249648_65",0,0,0,0,1,0
"scaffold_4_partial_0_249648_66",0,0,0,0,0,0
"scaffold_4_partial_0_249648_67",0,0,0,0,0,0
"scaffold_4_partial_0_249648_68",5,0,0,0,0,0
"scaffold_4_partial_0_249648_69",0,0,0,0,0,0
"scaffold_4_partial_0_249648_70",0,0,0,0,0,0
"scaffold_4_partial_0_249648_71",0,0,0,0,0,0
"scaffold_4_partial_0_249648_72",0,0,0,0,0,0
"scaffold_4_partial_0_249648_73",0,0,0,0,0,0
