"","B1","B3","B4","E1","E2","E3"
"scaffold_148_1",0,0,0,0,0,0
"scaffold_148_2",0,0,0,0,0,0
"scaffold_148_3",0,0,2,0,0,0
"scaffold_148_4",0,0,0,0,0,0
"scaffold_148_5",0,0,0,0,0,0
"scaffold_148_6",1,0,0,0,0,0
"scaffold_148_7",0,0,0,0,0,0
"scaffold_148_8",0,0,1,0,0,0
"scaffold_148_9",0,0,0,0,0,0
"scaffold_148_10",0,0,0,0,0,0
"scaffold_148_11",0,0,0,0,0,0
"scaffold_148_12",0,0,0,0,0,0
"scaffold_148_13",0,0,0,0,0,0
"scaffold_148_14",0,0,0,0,0,0
"scaffold_148_15",0,0,0,0,0,0
"scaffold_148_16",0,0,0,0,0,0
"scaffold_148_17",0,0,0,0,0,0
"scaffold_148_18",0,0,0,0,0,0
"scaffold_148_19",0,0,0,0,0,0
"scaffold_148_20",0,0,0,0,0,0
"scaffold_148_21",0,0,0,0,0,0
"scaffold_148_22",0,0,0,0,0,0
"scaffold_148_23",0,0,0,0,0,0
"scaffold_148_24",0,0,0,0,0,0
"scaffold_148_25",0,0,0,0,0,0
"scaffold_148_26",0,0,2,0,0,0
"scaffold_148_27",0,0,0,0,0,0
"scaffold_148_28",0,0,0,0,0,0
"scaffold_148_29",0,0,0,0,0,0
"scaffold_148_30",0,0,0,0,0,0
"scaffold_148_31",0,0,0,0,0,0
"scaffold_148_32",0,0,1,0,0,0
"scaffold_148_33",0,0,0,0,0,0
"scaffold_148_34",0,0,0,0,0,0
"scaffold_148_35",0,0,0,0,0,0
"scaffold_148_36",0,0,0,0,0,0
"scaffold_148_37",0,0,0,0,0,0
"scaffold_148_38",0,0,0,0,0,0
"scaffold_148_39",0,0,0,0,0,0
"scaffold_148_40",0,0,0,0,0,0
"scaffold_148_41",0,0,0,0,0,0
"scaffold_148_42",0,0,0,0,0,0
"scaffold_148_43",0,0,0,0,0,0
"scaffold_148_44",0,0,0,0,0,0
"scaffold_148_45",0,0,0,0,0,0
"scaffold_148_46",0,0,0,0,0,0
"scaffold_148_47",0,0,0,0,0,0
"scaffold_148_48",0,0,0,0,0,0
"scaffold_148_49",0,0,0,0,0,0
"scaffold_148_50",0,0,0,0,0,0
"scaffold_148_51",0,0,0,0,0,0
"scaffold_148_52",0,0,0,0,0,0
"scaffold_148_53",0,0,0,0,0,0
"scaffold_148_54",0,0,0,0,0,0
"scaffold_148_55",0,0,0,0,0,0
"scaffold_148_56",0,0,0,0,0,0
"scaffold_148_57",0,0,0,0,0,0
"scaffold_148_58",0,0,0,0,0,0
"scaffold_148_59",0,0,0,0,0,0
"scaffold_148_60",1,0,0,0,0,0
"scaffold_148_61",0,0,0,0,0,0
"scaffold_148_62",0,0,0,0,0,0
"scaffold_148_63",0,0,0,0,0,0
"scaffold_148_64",0,0,0,0,0,0
"scaffold_148_65",0,0,0,0,0,0
"scaffold_148_66",0,0,0,0,0,0
"scaffold_148_67",0,0,0,0,0,0
