"","B1","B3","B4","E1","E2","E3"
"scaffold_3534_1",0,0,1,0,0,0
"scaffold_3534_2",0,0,0,0,0,0
"scaffold_3534_3",0,0,0,0,0,0
"scaffold_3534_4",0,0,0,0,0,0
"scaffold_3534_5",0,0,0,0,0,0
"scaffold_3534_6",0,0,0,0,0,0
"scaffold_3534_7",0,0,0,0,0,0
"scaffold_3534_8",0,0,0,0,0,0
"scaffold_3534_9",0,0,0,0,0,0
"scaffold_3534_10",0,0,0,0,0,0
"scaffold_3534_11",0,0,0,0,0,0
"scaffold_3534_12",0,0,0,0,0,0
"scaffold_3534_13",0,0,0,0,0,0
"scaffold_3534_14",0,0,0,0,0,0
"scaffold_3534_15",0,0,0,0,0,0
"scaffold_3534_16",0,0,0,0,0,0
"scaffold_3534_17",0,0,0,0,0,0
"scaffold_3534_18",0,0,0,0,0,0
"scaffold_3534_19",0,0,0,0,0,0
"scaffold_3534_20",0,0,0,0,0,0
"scaffold_3534_21",0,0,0,0,0,0
"scaffold_3534_22",0,0,0,0,0,0
"scaffold_3534_23",0,0,0,0,0,0
"scaffold_3534_24",0,0,0,0,0,0
"scaffold_3534_25",0,0,0,0,0,0
"scaffold_70765_1",0,0,0,0,0,0
"scaffold_70765_2",0,0,0,0,0,0
"scaffold_70765_3",0,0,0,0,0,0
"scaffold_7490_1",0,0,0,0,0,0
"scaffold_7490_2",0,0,0,0,0,0
"scaffold_7490_3",0,0,0,0,0,0
"scaffold_7490_4",0,0,0,0,0,0
"scaffold_7490_5",0,1,0,0,0,0
"scaffold_7490_6",0,0,0,0,0,0
"scaffold_7490_7",0,0,0,0,0,0
"scaffold_7490_8",0,0,0,0,0,0
"scaffold_7490_9",0,0,0,0,0,0
"scaffold_7490_10",0,0,0,0,0,0
"scaffold_77088_1",0,0,0,0,0,0
"scaffold_77088_2",0,0,0,0,0,0
"scaffold_77088_3",0,0,0,0,0,0
"scaffold_2092_1",0,0,0,0,0,0
"scaffold_2092_2",0,0,0,0,0,0
"scaffold_2092_3",0,0,0,0,0,0
"scaffold_2092_4",0,0,0,0,0,0
"scaffold_2092_5",0,0,0,0,0,0
"scaffold_2092_6",0,0,0,0,0,0
"scaffold_2092_7",0,0,0,0,0,0
"scaffold_2092_8",0,0,0,0,0,0
"scaffold_2092_9",0,0,0,0,0,0
"scaffold_2092_10",0,0,0,0,0,0
"scaffold_2092_11",0,0,0,0,0,0
"scaffold_2092_12",0,0,0,0,0,0
"scaffold_2092_13",0,0,0,0,0,0
"scaffold_2092_14",0,0,0,0,0,0
"scaffold_2092_15",0,0,0,0,0,0
"scaffold_2092_16",0,0,0,0,0,0
"scaffold_2092_17",0,0,0,0,0,0
"scaffold_2092_18",0,0,0,0,0,0
"scaffold_2092_19",0,0,0,0,0,0
"scaffold_2092_20",0,0,0,0,0,0
"scaffold_2092_21",0,0,0,0,0,0
"scaffold_2092_22",0,0,0,0,0,0
"scaffold_2092_23",0,0,0,0,0,0
"scaffold_2092_24",0,0,0,0,0,0
"scaffold_2092_25",0,0,0,0,0,0
"scaffold_2092_26",0,0,0,0,0,0
"scaffold_2092_27",0,0,0,0,0,0
"scaffold_2092_28",0,0,0,0,0,0
"scaffold_2092_29",0,0,0,0,0,0
"scaffold_2092_30",0,0,0,0,0,0
"scaffold_2092_31",0,0,0,0,0,0
"scaffold_2092_32",0,0,0,0,0,0
"scaffold_2092_33",0,0,0,0,0,0
"scaffold_2092_34",0,0,0,0,0,0
"scaffold_2092_35",0,0,0,0,0,0
"scaffold_2092_36",0,0,0,0,0,0
"scaffold_1679_1",0,0,0,0,0,0
"scaffold_1679_2",0,0,0,0,0,0
"scaffold_1679_3",0,0,0,0,0,0
"scaffold_1679_4",0,0,0,0,0,0
"scaffold_1679_5",0,0,0,0,0,0
"scaffold_1679_6",0,0,0,0,0,0
"scaffold_1679_7",0,0,0,0,0,0
"scaffold_1679_8",0,0,0,0,0,0
"scaffold_1679_9",0,0,0,0,0,0
"scaffold_1679_10",0,0,0,0,0,0
"scaffold_1679_11",0,0,0,0,0,0
"scaffold_1679_12",0,0,0,0,0,0
"scaffold_1679_13",0,0,1,0,0,0
"scaffold_1679_14",0,0,0,0,0,0
"scaffold_1679_15",0,0,0,0,0,0
"scaffold_1679_16",0,0,0,0,0,0
"scaffold_1679_17",0,0,0,0,0,0
"scaffold_1679_18",0,0,0,0,0,0
"scaffold_1679_19",0,0,0,0,0,0
"scaffold_1679_20",0,0,0,0,0,0
"scaffold_1679_21",0,0,0,0,0,0
"scaffold_1679_22",0,0,0,0,0,0
"scaffold_1679_23",0,0,0,0,0,0
"scaffold_1679_24",0,0,0,0,0,0
"scaffold_1679_25",0,0,0,0,0,0
"scaffold_1679_26",0,0,0,0,0,0
"scaffold_1679_27",0,0,0,0,0,0
"scaffold_1679_28",0,0,0,0,0,0
"scaffold_1679_29",0,0,0,0,0,0
"scaffold_1679_30",0,0,0,0,0,0
"scaffold_1679_31",0,0,2,0,0,0
"scaffold_1679_32",0,0,0,0,0,0
"scaffold_1679_33",0,0,0,0,0,0
"scaffold_3420_1",0,0,0,0,0,0
"scaffold_3420_2",0,0,0,0,0,0
"scaffold_3420_3",0,0,0,0,0,0
"scaffold_3420_4",0,0,0,0,0,0
"scaffold_3420_5",0,0,0,0,0,0
"scaffold_3420_6",0,0,0,0,0,0
"scaffold_3420_7",0,0,0,0,0,0
"scaffold_3420_8",0,0,0,0,0,0
"scaffold_3420_9",0,0,0,0,0,0
"scaffold_3420_10",0,0,0,0,0,0
"scaffold_3420_11",0,0,0,0,0,0
"scaffold_3420_12",0,0,0,0,0,0
"scaffold_3420_13",0,0,0,0,0,0
"scaffold_3420_14",0,0,0,0,0,0
"scaffold_3420_15",0,0,0,0,0,0
"scaffold_3420_16",0,0,0,0,0,0
"scaffold_3420_17",0,0,0,0,0,0
"scaffold_3420_18",0,0,0,0,0,0
"scaffold_3420_19",0,0,0,0,0,0
"scaffold_3420_20",0,0,0,0,0,0
"scaffold_3420_21",0,0,0,0,0,0
"scaffold_3420_22",0,0,0,0,0,0
"scaffold_665_partial_0_25419_1",0,0,0,0,0,0
"scaffold_665_partial_0_25419_2",0,0,1,0,0,0
"scaffold_665_partial_0_25419_3",0,0,0,0,0,0
"scaffold_665_partial_0_25419_4",0,0,0,0,0,0
"scaffold_665_partial_0_25419_5",0,0,0,0,0,0
"scaffold_665_partial_0_25419_6",0,0,0,0,0,0
"scaffold_665_partial_0_25419_7",0,0,0,0,0,0
"scaffold_665_partial_0_25419_8",0,0,0,0,0,0
"scaffold_665_partial_0_25419_9",0,0,0,0,0,0
"scaffold_665_partial_0_25419_10",0,0,0,0,0,0
"scaffold_665_partial_0_25419_11",0,0,0,0,0,0
"scaffold_665_partial_0_25419_12",0,0,0,0,0,0
"scaffold_665_partial_0_25419_13",0,0,0,0,0,0
"scaffold_665_partial_0_25419_14",0,0,0,0,0,0
"scaffold_665_partial_0_25419_15",0,0,0,0,0,0
"scaffold_665_partial_0_25419_16",0,0,0,0,0,0
"scaffold_665_partial_0_25419_17",0,0,0,0,0,0
"scaffold_665_partial_0_25419_18",0,0,0,0,0,0
"scaffold_665_partial_0_25419_19",0,0,0,0,0,0
"scaffold_665_partial_0_25419_20",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_1",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_2",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_3",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_4",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_5",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_6",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_7",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_8",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_9",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_10",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_11",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_12",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_13",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_14",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_15",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_16",0,0,0,0,0,0
"scaffold_665_partial_49214_74038_17",0,0,0,0,0,0
"scaffold_4236_1",0,0,0,0,0,0
"scaffold_4236_2",0,0,0,0,0,0
"scaffold_4236_3",0,0,1,0,0,0
"scaffold_4236_4",0,0,0,0,0,0
"scaffold_4236_5",0,0,0,0,0,0
"scaffold_4236_6",0,0,0,0,0,0
"scaffold_4236_7",0,0,0,0,0,0
"scaffold_4236_8",0,0,0,0,0,0
"scaffold_4236_9",0,0,0,0,0,0
"scaffold_4236_10",0,0,0,0,0,0
"scaffold_4236_11",0,0,0,0,0,0
"scaffold_4236_12",0,0,0,0,0,0
"scaffold_4236_13",0,0,0,0,0,0
"scaffold_4236_14",0,0,0,0,0,0
"scaffold_15491_1",0,0,0,0,0,0
"scaffold_15491_2",0,0,0,0,0,0
"scaffold_15491_3",0,0,0,0,0,0
"scaffold_15491_4",0,0,0,0,0,0
"scaffold_15491_5",0,0,0,0,0,0
"scaffold_15491_6",0,0,0,0,0,0
"scaffold_15491_7",0,2,0,0,0,0
"scaffold_2734_1",0,0,0,0,0,0
"scaffold_2734_2",0,0,0,0,0,0
"scaffold_2734_3",0,0,0,0,0,0
"scaffold_2734_4",0,0,0,0,0,0
"scaffold_2734_5",0,0,0,0,0,0
"scaffold_2734_6",0,0,0,0,0,0
"scaffold_2734_7",0,0,0,0,0,0
"scaffold_2734_8",0,0,0,0,0,0
"scaffold_2734_9",0,0,0,0,0,0
"scaffold_2734_10",0,0,0,0,0,0
"scaffold_2734_11",0,0,0,0,0,0
"scaffold_2734_12",0,0,0,0,0,0
"scaffold_2734_13",0,0,0,0,0,0
"scaffold_2734_14",0,0,0,0,0,0
"scaffold_2734_15",0,0,0,0,0,0
"scaffold_2734_16",0,0,0,0,0,0
"scaffold_2734_17",0,0,0,0,0,0
"scaffold_2734_18",0,0,0,0,0,0
"scaffold_2734_19",0,0,0,0,0,0
"scaffold_2734_20",0,0,0,0,0,0
"scaffold_2734_21",0,0,0,0,0,0
"scaffold_2734_22",0,0,0,0,0,0
"scaffold_2734_23",0,0,0,0,0,0
"scaffold_2734_24",0,0,0,0,0,0
"scaffold_2734_25",0,0,0,0,0,0
"scaffold_37184_1",0,0,0,0,0,0
"scaffold_37184_2",0,0,0,0,0,0
"scaffold_1991_1",0,0,0,0,0,0
"scaffold_1991_2",0,0,0,0,0,0
"scaffold_1991_3",0,0,0,0,0,0
