"","B1","B3","B4","E1","E2","E3"
"scaffold_3988_1",0,0,0,0,0,0
"scaffold_3988_2",0,0,0,0,0,0
"scaffold_3988_3",0,0,0,0,0,0
"scaffold_3988_4",0,0,0,0,0,0
"scaffold_3988_5",0,0,0,0,0,0
"scaffold_3988_6",0,0,0,0,0,0
"scaffold_3988_7",0,0,0,0,0,0
"scaffold_3988_8",0,0,0,0,0,0
"scaffold_3988_9",0,0,0,0,0,0
"scaffold_3988_10",0,0,0,0,0,0
"scaffold_3988_11",0,0,0,0,0,0
"scaffold_3988_12",0,0,0,0,0,0
"scaffold_3988_13",0,0,0,0,0,0
"scaffold_3988_14",0,0,0,0,0,0
"scaffold_3988_15",0,0,0,0,0,0
"scaffold_3988_16",0,0,0,0,0,0
"scaffold_3988_17",0,0,0,0,0,0
"scaffold_3988_18",0,0,0,0,0,0
"scaffold_3988_19",0,0,0,0,0,0
"scaffold_10538_1",0,0,0,0,0,0
"scaffold_10538_2",0,0,0,0,0,0
"scaffold_10538_3",0,0,0,0,0,0
"scaffold_10538_4",0,0,0,0,0,0
"scaffold_10538_5",0,0,0,0,0,0
"scaffold_10538_6",0,0,0,0,0,0
"scaffold_10538_7",0,0,0,0,0,0
"scaffold_10538_8",0,0,0,0,0,0
"scaffold_10538_9",0,0,0,0,0,0
"scaffold_88570_1",0,0,0,0,0,0
"scaffold_88570_2",0,0,0,0,0,0
"scaffold_78173_1",0,0,0,0,0,0
"scaffold_78173_2",0,0,0,0,0,0
"scaffold_11114_1",0,0,0,0,0,0
"scaffold_11114_2",0,0,0,0,0,0
"scaffold_11114_3",0,0,0,0,0,0
"scaffold_11114_4",0,0,0,0,0,0
"scaffold_11114_5",0,0,0,0,0,0
"scaffold_11114_6",0,0,0,0,0,0
"scaffold_11114_7",0,0,0,0,0,0
"scaffold_11114_8",0,0,0,0,0,0
"scaffold_11114_9",0,0,0,0,0,0
"scaffold_11114_10",0,0,0,0,0,0
"scaffold_49459_1",0,0,0,0,0,0
"scaffold_49459_2",0,0,0,0,0,0
"scaffold_50849_1",0,0,0,0,0,0
"scaffold_50849_2",0,0,0,0,0,0
"scaffold_50849_3",0,0,0,0,0,0
"scaffold_6432_1",0,0,0,0,0,0
"scaffold_6432_2",0,0,0,0,0,0
"scaffold_6432_3",0,0,0,0,0,0
"scaffold_6432_4",0,0,0,0,0,0
"scaffold_6432_5",0,0,0,0,0,0
"scaffold_6432_6",0,0,0,0,0,0
"scaffold_6432_7",0,0,0,0,0,0
"scaffold_6432_8",0,0,1,0,0,0
"scaffold_6432_9",0,0,0,0,0,0
"scaffold_6432_10",0,0,0,0,0,0
"scaffold_6432_11",0,0,0,0,0,0
"scaffold_6432_12",0,0,0,0,0,0
"scaffold_20616_1",0,0,0,0,0,0
"scaffold_20616_2",0,0,0,0,0,0
"scaffold_20616_3",0,0,0,0,0,0
"scaffold_20616_4",0,0,0,0,0,0
"scaffold_5786_1",0,0,0,0,0,0
"scaffold_5786_2",0,0,0,0,0,0
"scaffold_5786_3",0,0,0,0,0,0
"scaffold_5786_4",0,0,0,0,0,0
"scaffold_5786_5",0,0,0,0,0,0
"scaffold_5786_6",0,0,0,0,0,0
"scaffold_5786_7",0,0,0,0,0,0
"scaffold_5786_8",0,0,0,0,0,0
"scaffold_5786_9",0,0,0,0,0,0
"scaffold_5786_10",0,0,0,0,0,0
"scaffold_5786_11",0,0,0,0,0,0
"scaffold_5786_12",0,0,0,0,0,0
"scaffold_12585_1",0,0,0,0,0,0
"scaffold_12585_2",0,0,0,0,0,0
"scaffold_12585_3",0,0,0,0,0,0
"scaffold_12585_4",0,0,1,0,0,0
"scaffold_12585_5",0,0,0,0,0,0
"scaffold_12585_6",0,0,0,0,0,0
