"","B1","B3","B4","E1","E2","E3"
"scaffold_1612_1",0,0,1,0,0,0
"scaffold_1612_2",0,0,2,0,0,0
"scaffold_1612_3",0,0,0,0,0,0
"scaffold_1612_4",0,0,5,0,0,0
"scaffold_1612_5",0,0,0,0,0,0
"scaffold_1612_6",0,0,0,0,0,0
"scaffold_1612_7",0,0,3,0,0,0
"scaffold_1612_8",0,0,0,0,0,0
"scaffold_1612_9",0,0,2,0,0,0
"scaffold_1612_10",0,0,0,0,1,0
"scaffold_1612_11",0,0,0,0,0,0
"scaffold_1612_12",0,0,0,0,0,0
"scaffold_1612_13",0,0,6,0,1,0
"scaffold_1612_14",0,0,0,0,0,0
"scaffold_1612_15",0,0,0,0,0,0
"scaffold_1612_16",0,0,1,0,0,0
"scaffold_1612_17",0,0,0,0,1,0
"scaffold_1612_18",0,0,0,0,0,0
"scaffold_1612_19",0,0,0,0,0,0
"scaffold_1612_20",0,0,0,0,0,0
"scaffold_1612_21",0,0,0,0,0,0
"scaffold_1612_22",0,0,6,0,0,0
"scaffold_1612_23",0,0,0,0,0,0
"scaffold_1612_24",0,0,2,0,0,0
"scaffold_1612_25",0,0,0,0,0,0
"scaffold_1612_26",0,0,1,0,0,0
"scaffold_1612_27",0,0,2,0,0,0
"scaffold_1612_28",0,3,2,0,0,0
"scaffold_1612_29",0,0,4,0,0,0
"scaffold_1612_30",0,0,2,1,0,0
"scaffold_1612_31",0,0,0,0,0,0
"scaffold_1612_32",0,0,0,0,0,0
"scaffold_1612_33",0,0,0,0,0,0
"scaffold_1612_34",0,0,0,0,0,0
"scaffold_1612_35",0,0,0,0,0,0
"scaffold_1612_36",0,0,0,0,0,0
"scaffold_1612_37",0,0,0,0,0,0
"scaffold_1612_38",0,0,0,0,0,0
"scaffold_1612_39",0,0,0,0,0,0
"scaffold_1612_40",0,0,1,0,0,0
"scaffold_1612_41",0,0,0,0,0,0
"scaffold_1612_42",0,0,9,0,0,0
"scaffold_1612_43",0,0,1,0,0,0
"scaffold_1612_44",0,0,3,0,2,0
"scaffold_1612_45",0,0,0,0,0,0
"scaffold_1612_46",0,0,2,0,1,0
"scaffold_1612_47",0,0,0,0,0,0
"scaffold_1612_48",0,0,0,0,0,0
"scaffold_1612_49",0,0,0,0,0,0
"scaffold_1612_50",0,0,1,0,0,0
"scaffold_1612_51",0,0,0,0,0,0
"scaffold_1612_52",0,0,0,0,0,0
"scaffold_1612_53",0,0,0,0,0,0
"scaffold_1612_54",0,0,3,0,0,0
"scaffold_1612_55",0,0,0,0,0,0
"scaffold_1612_56",0,0,0,0,0,0
"scaffold_1612_57",0,0,0,0,0,0
"scaffold_1612_58",0,0,0,0,0,0
"scaffold_1612_59",0,0,3,1,0,0
"scaffold_1612_60",0,0,0,0,0,0
"scaffold_1612_61",0,0,2,0,0,0
"scaffold_1612_62",0,0,0,0,0,0
"scaffold_1612_63",0,0,0,0,0,0
"scaffold_1612_64",0,0,0,0,0,0
"scaffold_1612_65",0,0,3,0,0,0
"scaffold_1612_66",0,0,2,0,0,0
"scaffold_1612_67",0,0,9,0,0,2
"scaffold_1612_68",0,0,0,0,0,0
"scaffold_8820_1",0,0,0,0,0,0
"scaffold_8820_2",0,0,0,0,0,0
"scaffold_8820_3",2,0,0,0,0,0
"scaffold_8820_4",0,0,0,0,0,0
"scaffold_8820_5",0,0,2,0,0,0
"scaffold_8820_6",0,1,5,0,3,0
"scaffold_8820_7",0,0,0,0,0,0
"scaffold_8820_8",0,0,14,0,5,0
