"","B1","B3","B4","E1","E2","E3"
"scaffold_19954_1",0,0,0,0,0,0
"scaffold_19954_2",0,0,0,0,0,0
"scaffold_19954_3",0,0,0,0,0,0
"scaffold_19954_4",0,0,0,0,0,0
"scaffold_6055_1",0,0,0,0,0,0
"scaffold_6055_2",0,0,0,0,0,0
"scaffold_6055_3",0,0,0,0,0,0
"scaffold_6055_4",0,0,0,0,0,0
"scaffold_6055_5",0,0,0,0,0,0
"scaffold_6055_6",0,0,0,0,0,0
"scaffold_6055_7",0,0,0,0,0,0
"scaffold_6055_8",0,0,0,0,0,0
"scaffold_6055_9",0,0,0,0,0,0
"scaffold_6055_10",0,0,0,0,0,0
"scaffold_6055_11",0,0,0,0,0,0
"scaffold_6055_12",0,0,0,0,0,0
"scaffold_6055_13",0,0,0,0,0,0
"scaffold_6055_14",0,0,0,0,0,0
"scaffold_1754_1",2,0,1,1,2,0
"scaffold_1754_2",0,0,0,0,0,0
"scaffold_1754_3",0,0,0,0,0,0
"scaffold_1754_4",0,0,0,0,0,0
"scaffold_1754_5",0,0,0,0,0,0
"scaffold_1754_6",0,0,0,0,0,0
"scaffold_1754_7",0,0,0,0,0,0
"scaffold_1754_8",0,0,0,0,0,0
"scaffold_1754_9",0,0,0,0,4,0
"scaffold_1754_10",0,0,0,0,0,0
"scaffold_1754_11",1,0,2,0,1,0
"scaffold_1754_12",0,0,0,0,0,0
"scaffold_1754_13",0,0,0,0,0,0
"scaffold_1754_14",0,0,0,0,0,0
"scaffold_1754_15",0,0,0,0,0,0
"scaffold_1754_16",0,0,0,0,0,0
"scaffold_1754_17",0,0,0,0,0,0
"scaffold_1754_18",0,0,0,0,0,0
"scaffold_1754_19",0,0,0,0,0,0
"scaffold_1754_20",0,0,0,0,0,0
"scaffold_1754_21",0,0,0,0,0,0
"scaffold_1754_22",0,0,0,0,0,0
"scaffold_1754_23",0,0,1,2,6,0
"scaffold_1754_24",0,0,1,0,0,0
"scaffold_1754_25",0,0,0,0,0,0
"scaffold_1754_26",0,0,0,0,0,0
