"","B1","B3","B4","E1","E2","E3"
"scaffold_4115_1",0,0,0,0,0,0
"scaffold_4115_2",0,0,0,0,0,0
"scaffold_4115_3",0,0,0,0,0,0
"scaffold_4115_4",0,0,0,0,0,0
"scaffold_4115_5",0,0,0,0,0,0
"scaffold_4115_6",0,0,0,0,0,0
"scaffold_4115_7",0,0,0,0,0,0
"scaffold_4115_8",0,0,0,0,0,0
"scaffold_4115_9",0,0,0,0,0,0
"scaffold_4115_10",0,0,2,0,0,0
"scaffold_4115_11",0,0,0,0,0,0
"scaffold_4115_12",0,0,0,0,0,0
"scaffold_4115_13",0,0,0,0,0,0
"scaffold_4115_14",0,0,0,0,0,0
"scaffold_4115_15",0,0,0,0,0,0
"scaffold_4115_16",0,0,0,0,0,0
"scaffold_4115_17",0,0,0,0,0,0
"scaffold_4115_18",0,0,0,0,0,0
"scaffold_4115_19",0,0,0,0,0,0
"scaffold_4115_20",0,0,0,0,0,0
"scaffold_4115_21",0,0,0,0,0,0
"scaffold_4115_22",0,0,0,0,0,0
"scaffold_4115_23",0,0,0,0,0,0
"scaffold_4115_24",0,0,0,0,0,0
"scaffold_4115_25",0,0,0,0,0,0
"scaffold_4115_26",0,0,0,0,0,0
"scaffold_4115_27",0,0,0,0,0,0
"scaffold_4115_28",0,0,0,0,0,0
"scaffold_4115_29",0,0,0,0,0,0
"scaffold_4115_30",0,0,0,0,0,0
"scaffold_3455_1",0,0,0,0,0,0
"scaffold_3455_2",0,0,0,0,0,0
"scaffold_3455_3",0,0,0,0,0,0
"scaffold_3455_4",0,0,0,0,0,0
"scaffold_3455_5",0,0,0,0,0,0
"scaffold_3455_6",0,0,0,0,0,0
"scaffold_3455_7",0,0,0,0,0,0
"scaffold_3455_8",0,0,0,0,0,0
"scaffold_3455_9",0,0,0,0,0,0
"scaffold_3455_10",0,0,0,0,0,0
"scaffold_3455_11",0,0,0,0,0,0
"scaffold_3455_12",0,0,0,0,0,0
"scaffold_3455_13",0,0,0,0,0,0
"scaffold_3455_14",0,0,0,0,0,0
"scaffold_3455_15",0,0,0,0,0,0
"scaffold_3455_16",0,0,0,0,0,0
"scaffold_15237_1",0,0,0,0,0,0
"scaffold_15237_2",0,0,0,0,0,0
"scaffold_15237_3",0,0,0,0,0,0
"scaffold_15237_4",0,0,0,0,0,0
"scaffold_15237_5",0,0,0,0,0,0
"scaffold_15237_6",0,0,0,0,0,0
"scaffold_15237_7",0,0,0,0,0,0
"scaffold_15237_8",0,0,0,0,0,0
"scaffold_41086_1",0,0,0,0,0,0
"scaffold_35320_1",0,0,0,0,0,0
"scaffold_35320_2",0,0,0,0,0,0
"scaffold_40576_1",0,0,0,0,0,0
"scaffold_6531_1",0,0,0,0,0,0
"scaffold_6531_2",0,0,0,0,0,0
"scaffold_6531_3",0,0,0,0,0,0
"scaffold_6531_4",0,0,0,0,0,0
"scaffold_6531_5",0,0,0,0,0,0
"scaffold_6531_6",0,0,0,0,0,0
"scaffold_6531_7",0,0,0,0,0,0
"scaffold_6531_8",0,0,0,0,0,0
"scaffold_6531_9",0,0,0,0,0,0
"scaffold_6531_10",0,1,0,0,0,0
"scaffold_6531_11",0,0,0,0,0,0
"scaffold_6531_12",0,0,0,0,0,0
"scaffold_51559_1",0,0,0,0,0,0
"scaffold_51559_2",0,0,0,0,0,0
"scaffold_14380_1",0,0,0,0,0,0
"scaffold_14380_2",0,0,0,0,0,0
"scaffold_14380_3",0,0,0,0,0,0
"scaffold_14380_4",0,0,0,0,0,0
"scaffold_14380_5",0,0,0,0,0,0
"scaffold_14380_6",0,0,0,0,0,0
"scaffold_14380_7",0,0,0,0,0,0
"scaffold_14380_8",0,0,0,0,0,0
"scaffold_5170_1",0,0,0,0,0,0
"scaffold_5170_2",0,0,2,0,0,0
"scaffold_5170_3",0,0,0,0,0,0
"scaffold_5170_4",0,0,1,0,0,0
"scaffold_5170_5",0,0,0,0,0,0
"scaffold_5170_6",0,0,0,0,0,0
"scaffold_5170_7",0,0,0,0,0,0
"scaffold_5170_8",0,0,0,0,0,0
"scaffold_5170_9",0,0,0,0,0,0
"scaffold_5170_10",0,0,1,0,0,0
"scaffold_5170_11",0,0,0,0,0,0
"scaffold_5170_12",0,0,0,0,0,0
"scaffold_1584_1",0,0,0,0,0,0
"scaffold_1584_2",0,0,0,0,0,0
"scaffold_1584_3",0,0,0,0,0,0
"scaffold_1584_4",0,0,0,0,0,0
"scaffold_1584_5",0,0,0,0,0,0
"scaffold_1584_6",0,0,0,0,0,0
"scaffold_1584_7",0,0,0,0,0,0
"scaffold_1584_8",0,0,0,0,0,0
"scaffold_1584_9",0,0,0,0,0,0
"scaffold_1584_10",0,0,0,0,0,0
"scaffold_1584_11",0,0,0,0,0,0
"scaffold_1584_12",0,0,1,0,0,0
"scaffold_1584_13",0,0,0,0,0,0
"scaffold_1584_14",0,0,0,0,0,0
"scaffold_1584_15",0,0,0,0,0,0
"scaffold_1584_16",0,0,0,0,0,0
"scaffold_1584_17",0,0,0,0,0,0
"scaffold_1584_18",0,0,0,0,0,0
"scaffold_1584_19",0,0,0,0,0,0
"scaffold_1584_20",0,0,0,0,0,0
"scaffold_1584_21",0,0,0,0,0,0
"scaffold_1584_22",0,0,0,0,0,0
"scaffold_1584_23",0,0,0,0,0,0
"scaffold_1584_24",0,0,0,0,0,0
"scaffold_1584_25",0,0,0,0,0,0
"scaffold_1584_26",0,0,0,0,0,0
"scaffold_1584_27",0,0,0,0,0,0
"scaffold_1584_28",0,0,0,0,0,0
"scaffold_1584_29",0,0,0,0,0,0
"scaffold_1584_30",0,0,0,0,0,0
"scaffold_1584_31",0,0,0,0,0,0
"scaffold_1584_32",0,0,0,0,0,0
"scaffold_1584_33",0,0,0,0,0,0
"scaffold_1584_34",0,0,0,0,0,0
"scaffold_1584_35",0,0,0,0,0,0
"scaffold_1584_36",0,0,0,0,0,0
"scaffold_12676_1",0,0,0,0,0,0
"scaffold_12676_2",0,0,0,0,0,0
"scaffold_12676_3",0,0,0,0,0,0
"scaffold_12676_4",0,0,0,0,0,0
"scaffold_12676_5",0,0,0,0,0,0
"scaffold_12676_6",0,0,0,0,0,0
"scaffold_12676_7",0,0,0,0,0,0
"scaffold_38134_1",0,0,0,0,0,0
"scaffold_38134_2",0,0,0,0,0,0
"scaffold_38134_3",0,0,0,0,0,0
"scaffold_38134_4",0,0,0,0,0,0
"scaffold_48778_1",0,0,0,0,0,0
"scaffold_48778_2",0,0,0,0,0,0
"scaffold_48778_3",0,0,0,0,0,0
"scaffold_8570_1",0,0,0,0,0,0
"scaffold_8570_2",0,0,0,0,0,0
"scaffold_8570_3",0,0,0,0,0,0
"scaffold_8570_4",0,0,0,0,0,0
"scaffold_8570_5",0,0,0,0,0,0
"scaffold_8570_6",0,0,0,0,0,0
"scaffold_8570_7",0,0,0,0,0,0
"scaffold_8570_8",0,0,1,0,0,0
"scaffold_8570_9",0,0,0,0,0,0
"scaffold_21251_1",0,0,1,0,0,0
"scaffold_21251_2",0,0,0,0,0,0
"scaffold_5644_1",0,0,0,0,0,0
"scaffold_5644_2",0,0,0,0,0,0
"scaffold_5644_3",0,0,1,0,0,0
"scaffold_5644_4",0,0,0,0,0,0
"scaffold_5644_5",0,0,0,0,0,0
"scaffold_5644_6",0,0,0,0,0,0
"scaffold_5644_7",0,0,0,0,0,0
"scaffold_5644_8",0,0,0,0,0,0
"scaffold_5644_9",0,0,0,0,0,0
"scaffold_5644_10",0,0,0,0,0,0
"scaffold_5644_11",0,0,0,0,0,0
"scaffold_5644_12",0,0,0,0,0,0
"scaffold_5644_13",0,0,0,0,0,0
"scaffold_5644_14",0,0,0,0,0,0
"scaffold_5644_15",0,0,0,0,0,0
"scaffold_5644_16",0,0,0,0,0,0
"scaffold_5644_17",0,0,0,0,0,0
"scaffold_20463_1",0,0,0,0,0,0
"scaffold_20463_2",0,0,0,0,0,0
"scaffold_10616_1",0,0,0,0,0,0
"scaffold_10616_2",0,0,0,0,0,0
"scaffold_10616_3",0,0,0,0,0,0
"scaffold_10616_4",0,0,0,0,0,0
"scaffold_10616_5",0,0,0,0,0,0
"scaffold_10616_6",0,0,0,0,0,0
"scaffold_10616_7",0,0,0,0,0,0
"scaffold_10616_8",0,0,2,0,0,0
"scaffold_10616_9",0,1,0,0,0,0
"scaffold_17660_1",0,0,0,0,0,0
"scaffold_17660_2",0,0,0,0,0,0
"scaffold_17660_3",0,0,0,0,0,0
"scaffold_17660_4",0,0,0,0,0,0
"scaffold_17660_5",0,0,0,0,0,0
"scaffold_17660_6",0,0,0,0,0,0
"scaffold_17660_7",0,0,0,0,0,0
"scaffold_8719_1",0,0,0,0,0,1
"scaffold_8719_2",0,0,0,0,0,0
"scaffold_8719_3",0,0,0,0,0,0
"scaffold_8719_4",0,0,0,0,0,0
"scaffold_8719_5",0,0,0,0,0,0
"scaffold_8719_6",0,0,0,0,0,0
"scaffold_8719_7",0,0,0,0,0,0
"scaffold_8719_8",0,0,0,0,0,0
"scaffold_8719_9",0,0,0,0,0,0
"scaffold_8719_10",0,0,0,0,0,0
"scaffold_11837_1",0,0,0,0,0,0
"scaffold_11837_2",0,0,0,0,0,0
"scaffold_11837_3",0,0,0,0,0,0
"scaffold_11837_4",0,0,0,0,0,0
"scaffold_11837_5",0,0,0,0,0,0
"scaffold_11837_6",0,0,0,0,0,0
"scaffold_11837_7",0,0,0,0,0,0
"scaffold_11837_8",0,0,0,0,0,0
"scaffold_18113_1",0,0,0,0,0,0
"scaffold_18113_2",0,0,0,0,0,0
"scaffold_18113_3",0,0,0,0,0,0
"scaffold_12026_1",0,0,0,0,0,0
"scaffold_12026_2",0,0,0,0,0,0
"scaffold_12026_3",0,0,0,0,0,0
"scaffold_12026_4",0,0,0,0,0,0
"scaffold_18949_1",0,0,0,0,0,0
"scaffold_18949_2",0,0,0,0,0,0
"scaffold_18949_3",0,0,0,0,0,0
"scaffold_18949_4",0,0,0,0,0,0
"scaffold_18949_5",0,0,0,0,0,0
"scaffold_18949_6",0,0,0,0,0,0
"scaffold_24037_1",0,0,0,0,0,0
"scaffold_24037_2",0,0,0,0,0,0
"scaffold_14188_1",0,0,0,0,0,0
"scaffold_14188_2",0,1,0,0,0,0
"scaffold_14188_3",0,0,0,0,0,0
"scaffold_14188_4",0,0,0,0,0,0
"scaffold_14188_5",0,0,0,0,0,0
"scaffold_14188_6",0,0,0,0,0,0
"scaffold_14188_7",0,0,0,0,0,0
"scaffold_5953_1",0,0,0,0,0,0
"scaffold_5953_2",0,0,0,0,0,0
"scaffold_5953_3",0,0,0,0,0,0
"scaffold_5953_4",0,0,0,0,0,0
"scaffold_5953_5",0,0,0,0,0,0
"scaffold_5953_6",0,0,0,0,0,0
"scaffold_5953_7",0,0,0,0,0,0
