"","bin_000-contigs_B1","bin_000-contigs_B3","bin_000-contigs_B4","bin_000-contigs_E1","bin_000-contigs_E2","bin_000-contigs_E3"
"scaffold_68580_2",0,1,6,0,4,0
"scaffold_68580_3",2,0,2,0,0,0
"scaffold_58573_1",0,0,0,0,0,0
"scaffold_58573_2",0,0,0,0,0,0
"scaffold_9281_1",0,0,0,0,0,0
"scaffold_9281_2",0,0,0,0,0,0
"scaffold_9281_3",0,0,0,0,0,0
"scaffold_9281_4",0,0,0,0,0,0
"scaffold_9281_5",0,0,0,0,0,0
"scaffold_9281_6",0,0,0,0,0,0
"scaffold_9281_7",0,0,0,0,0,0
"scaffold_9281_8",0,0,0,0,0,0
"scaffold_9281_9",0,0,0,0,0,0
"scaffold_9281_10",0,0,0,0,1,0
"scaffold_9281_11",0,0,0,0,0,0
"scaffold_9281_12",0,0,0,0,0,0
"scaffold_46117_1",0,0,0,0,0,0
"scaffold_46117_2",0,0,0,0,0,0
"scaffold_52050_1",0,0,0,0,0,0
"scaffold_52050_2",0,0,0,0,0,0
"scaffold_52050_3",0,0,0,0,0,0
"scaffold_63852_1",0,0,0,0,0,0
"scaffold_63852_2",0,0,0,0,0,0
"scaffold_63852_3",0,0,0,0,0,0
"scaffold_56691_1",0,0,0,0,0,0
"scaffold_56691_2",0,0,0,0,0,0
"scaffold_56691_3",0,0,0,0,0,0
"scaffold_88506_1",0,0,0,0,0,0
"scaffold_88506_2",0,0,0,0,0,0
"scaffold_31114_1",0,0,0,0,0,0
"scaffold_31114_2",0,0,0,0,0,0
"scaffold_31114_3",0,0,0,0,0,0
"scaffold_31114_4",0,0,9,0,1,0
"scaffold_31114_5",1,0,0,0,0,0
"scaffold_31114_6",0,0,1,0,0,0
"scaffold_31114_7",0,0,0,0,0,0
"scaffold_21715_1",0,0,0,0,0,0
"scaffold_21715_2",0,0,0,0,0,0
"scaffold_21715_3",0,0,0,0,0,0
"scaffold_21715_4",0,0,0,0,0,0
"scaffold_69349_1",0,0,0,0,0,0
"scaffold_69349_2",0,0,0,0,0,0
"scaffold_54585_1",0,0,0,0,0,0
"scaffold_54585_2",0,0,0,0,0,0
"scaffold_54585_3",0,0,0,0,0,0
"scaffold_17278_1",0,0,0,0,0,0
"scaffold_17278_2",0,0,0,0,0,0
"scaffold_17278_3",0,0,0,0,0,0
"scaffold_17278_4",0,0,1,0,0,0
"scaffold_26317_1",0,0,0,0,0,0
"scaffold_26317_2",0,0,0,0,0,0
"scaffold_26317_3",0,0,0,0,0,0
"scaffold_88079_1",0,0,0,0,0,0
"scaffold_88079_2",0,0,0,0,0,0
"scaffold_84457_1",0,0,0,0,0,0
"scaffold_86192_1",1,0,0,0,0,0
"scaffold_33253_1",0,0,0,0,0,0
"scaffold_33253_2",0,0,0,0,0,0
"scaffold_33253_3",0,0,0,0,0,0
"scaffold_33253_4",0,0,0,0,0,0
"scaffold_49078_1",0,0,0,0,0,0
"scaffold_49078_2",0,0,0,0,0,0
"scaffold_58362_1",0,0,1,0,0,0
"scaffold_58362_2",0,0,0,0,0,0
"scaffold_58362_3",0,0,0,0,0,0
"scaffold_20817_1",0,0,0,0,0,0
"scaffold_20817_2",0,0,0,0,0,0
"scaffold_20817_3",0,0,0,0,0,0
"scaffold_20817_4",0,0,0,0,0,0
"scaffold_20817_5",0,0,0,0,0,0
"scaffold_55203_1",0,0,0,0,0,0
"scaffold_55203_2",0,0,0,0,0,0
"scaffold_55203_3",0,0,0,0,0,0
"scaffold_89235_1",0,0,0,0,0,0
"scaffold_89235_2",0,0,0,0,0,0
"scaffold_34092_1",0,0,0,0,0,0
"scaffold_34092_2",0,0,0,0,0,0
"scaffold_34092_3",0,0,0,0,0,0
"scaffold_34092_4",0,0,0,0,0,0
"scaffold_56763_1",0,0,0,0,0,0
"scaffold_58335_1",0,0,0,0,0,0
"scaffold_58335_2",0,0,0,0,0,0
"scaffold_36770_1",0,0,0,0,0,0
"scaffold_36770_2",0,0,0,0,0,0
"scaffold_36770_3",0,0,0,0,0,0
"scaffold_72969_1",0,0,0,0,0,0
"scaffold_38909_1",0,0,0,0,0,0
"scaffold_38909_2",0,0,0,0,0,0
"scaffold_38909_3",0,0,0,0,0,0
"scaffold_28089_1",0,0,0,0,0,0
"scaffold_28089_2",0,0,0,0,0,0
"scaffold_28089_3",0,0,0,0,0,0
"scaffold_16065_1",0,0,0,0,0,0
"scaffold_16065_2",0,0,0,0,0,0
"scaffold_16065_3",0,0,0,0,0,0
"scaffold_16065_4",0,0,0,0,0,0
"scaffold_16065_5",0,0,0,0,0,0
"scaffold_16065_6",0,0,0,0,0,0
"scaffold_16065_7",0,0,0,0,0,0
"scaffold_16065_8",0,0,0,0,0,0
"scaffold_61743_1",0,0,0,0,0,0
"scaffold_61743_2",0,0,0,0,0,0
"scaffold_75769_1",0,0,0,0,0,0
"scaffold_75769_2",0,0,0,0,0,0
"scaffold_59473_1",0,0,0,0,0,0
"scaffold_59473_2",0,0,0,0,0,0
"scaffold_28595_1",0,0,0,0,0,0
"scaffold_28595_2",0,0,0,0,0,0
"scaffold_28595_3",0,0,2,0,0,0
"scaffold_76486_1",0,0,0,0,0,0
"scaffold_34640_1",0,0,1,0,0,0
"scaffold_34640_2",0,0,0,0,0,0
"scaffold_34640_3",0,0,0,0,0,0
"scaffold_44785_1",0,0,0,0,0,0
"scaffold_44785_2",0,0,0,0,0,0
"scaffold_44785_3",0,0,0,0,0,0
"scaffold_27211_1",0,0,0,0,0,0
"scaffold_27211_2",0,0,0,0,0,0
"scaffold_34726_1",0,0,0,0,0,0
"scaffold_42597_1",0,0,0,0,0,0
"scaffold_22536_1",0,0,0,0,0,0
"scaffold_22536_2",0,0,0,0,0,0
"scaffold_22536_3",0,0,0,0,0,0
"scaffold_22536_4",0,0,0,0,0,0
"scaffold_22536_5",0,0,0,0,0,0
"scaffold_12860_1",1,0,1,0,0,0
"scaffold_12860_2",0,0,0,0,0,0
"scaffold_12860_3",0,0,0,0,0,0
"scaffold_12860_4",0,0,0,0,0,0
"scaffold_12860_5",0,0,0,0,0,0
"scaffold_12860_6",0,0,0,0,0,0
"scaffold_26063_1",0,0,0,0,0,0
"scaffold_26063_2",0,0,0,0,0,0
"scaffold_79123_1",0,0,0,0,0,0
"scaffold_489_partial_0_42624_1",0,0,0,0,0,0
"scaffold_489_partial_0_42624_2",0,0,0,0,0,0
"scaffold_489_partial_0_42624_3",0,0,0,0,0,0
"scaffold_489_partial_0_42624_4",0,0,0,0,0,0
"scaffold_489_partial_0_42624_5",0,0,0,0,0,0
"scaffold_489_partial_0_42624_6",0,0,0,0,0,0
"scaffold_489_partial_0_42624_7",0,0,0,0,0,0
"scaffold_489_partial_0_42624_8",0,0,0,0,0,0
"scaffold_489_partial_0_42624_9",0,0,0,0,0,0
"scaffold_489_partial_0_42624_10",0,0,0,0,0,0
"scaffold_489_partial_0_42624_11",0,0,0,0,0,0
"scaffold_489_partial_0_42624_12",0,0,0,0,0,0
"scaffold_489_partial_0_42624_13",0,0,2,0,0,0
"scaffold_489_partial_0_42624_14",0,0,0,0,0,0
"scaffold_489_partial_0_42624_15",0,0,0,0,0,0
"scaffold_489_partial_0_42624_16",0,0,0,0,0,0
"scaffold_489_partial_0_42624_17",0,0,0,0,0,0
"scaffold_489_partial_0_42624_18",0,0,0,0,0,0
"scaffold_489_partial_0_42624_19",0,0,0,0,0,0
"scaffold_489_partial_0_42624_20",0,0,0,0,0,0
"scaffold_489_partial_0_42624_21",0,0,0,0,0,0
"scaffold_489_partial_0_42624_22",0,0,0,0,0,0
"scaffold_489_partial_0_42624_23",0,0,0,0,0,0
"scaffold_489_partial_0_42624_24",0,0,0,0,0,0
"scaffold_489_partial_0_42624_25",0,0,0,0,0,0
"scaffold_489_partial_0_42624_26",0,0,0,0,0,0
"scaffold_489_partial_0_42624_27",0,0,0,0,2,0
"scaffold_489_partial_0_42624_28",0,0,0,0,0,0
"scaffold_489_partial_0_42624_29",0,0,0,0,0,0
"scaffold_489_partial_0_42624_30",0,0,0,0,0,0
"scaffold_489_partial_0_42624_31",0,0,1,0,0,0
"scaffold_489_partial_0_42624_32",0,0,0,0,0,0
"scaffold_489_partial_0_42624_33",0,0,0,0,0,0
"scaffold_489_partial_0_42624_34",0,0,1,0,0,0
"scaffold_489_partial_0_42624_35",0,0,0,0,0,0
"scaffold_489_partial_0_42624_36",0,0,0,0,0,0
"scaffold_489_partial_0_42624_37",0,0,0,0,0,0
"scaffold_489_partial_0_42624_38",0,0,0,0,0,0
"scaffold_489_partial_0_42624_39",0,0,0,0,0,0
"scaffold_489_partial_0_42624_40",0,0,0,0,0,0
"scaffold_489_partial_0_42624_41",0,0,1,0,0,0
"scaffold_489_partial_0_42624_42",0,0,0,0,0,0
"scaffold_489_partial_0_42624_43",0,0,0,0,0,0
"scaffold_489_partial_65822_88215_1",0,0,3,0,0,0
"scaffold_489_partial_65822_88215_2",0,0,0,0,0,0
"scaffold_489_partial_65822_88215_3",0,0,0,0,0,0
"scaffold_489_partial_65822_88215_4",0,0,0,0,0,0
"scaffold_489_partial_65822_88215_5",0,0,1,0,0,0
"scaffold_489_partial_65822_88215_6",0,0,0,0,0,0
"scaffold_489_partial_65822_88215_7",0,0,0,0,0,0
"scaffold_489_partial_65822_88215_8",0,0,1,0,0,0
"scaffold_489_partial_65822_88215_9",0,0,0,0,0,0
"scaffold_489_partial_65822_88215_10",0,0,0,0,0,0
"scaffold_489_partial_65822_88215_11",0,0,0,0,0,0
"scaffold_489_partial_65822_88215_12",0,0,0,0,0,0
"scaffold_489_partial_65822_88215_13",0,0,0,0,0,0
"scaffold_489_partial_65822_88215_14",0,0,0,1,3,0
"scaffold_489_partial_65822_88215_15",0,0,0,0,0,0
"scaffold_489_partial_65822_88215_16",0,0,5,0,0,0
"scaffold_489_partial_65822_88215_17",0,0,0,0,0,0
"scaffold_489_partial_65822_88215_18",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_1",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_2",2,0,0,0,0,0
"scaffold_89_partial_107749_150945_3",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_4",0,0,1,0,0,0
"scaffold_89_partial_107749_150945_5",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_6",3,0,0,0,0,0
"scaffold_89_partial_107749_150945_7",3,1,0,0,0,0
"scaffold_89_partial_107749_150945_8",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_9",0,0,0,0,1,0
"scaffold_89_partial_107749_150945_10",1,0,0,0,0,0
"scaffold_89_partial_107749_150945_11",0,0,0,1,0,0
"scaffold_89_partial_107749_150945_12",5,0,5,0,0,0
"scaffold_89_partial_107749_150945_13",0,0,0,0,1,0
"scaffold_89_partial_107749_150945_14",0,0,1,0,0,0
"scaffold_89_partial_107749_150945_15",2,0,3,0,2,0
"scaffold_89_partial_107749_150945_16",0,0,3,0,1,0
"scaffold_89_partial_107749_150945_17",5,0,8,1,4,1
"scaffold_89_partial_107749_150945_18",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_19",1,0,2,0,0,1
"scaffold_89_partial_107749_150945_20",2,0,2,0,1,1
"scaffold_89_partial_107749_150945_21",0,0,1,0,0,0
"scaffold_89_partial_107749_150945_22",0,0,22,4,7,12
"scaffold_89_partial_107749_150945_23",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_24",0,0,3,0,4,0
"scaffold_89_partial_107749_150945_25",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_26",0,0,5,0,0,4
"scaffold_89_partial_107749_150945_27",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_28",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_29",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_30",1,1,0,0,0,0
"scaffold_89_partial_107749_150945_31",0,0,5,0,0,0
"scaffold_89_partial_107749_150945_32",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_33",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_34",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_35",0,0,0,0,0,0
"scaffold_89_partial_107749_150945_36",0,0,7,0,3,0
"scaffold_89_partial_194852_215922_1",0,0,0,0,0,0
"scaffold_89_partial_194852_215922_2",11,4,45,0,6,2
"scaffold_89_partial_194852_215922_3",0,0,4,0,0,0
"scaffold_89_partial_194852_215922_4",0,0,0,0,0,0
"scaffold_89_partial_194852_215922_5",0,0,0,0,0,0
"scaffold_89_partial_194852_215922_6",0,0,0,2,2,3
"scaffold_89_partial_194852_215922_7",0,0,0,0,0,1
"scaffold_89_partial_194852_215922_8",0,0,2,3,2,3
"scaffold_89_partial_194852_215922_9",0,0,0,0,0,0
"scaffold_89_partial_194852_215922_10",0,0,0,0,0,0
"scaffold_89_partial_194852_215922_11",0,0,0,0,0,0
"scaffold_89_partial_194852_215922_12",0,0,3,0,1,0
"scaffold_89_partial_194852_215922_13",0,0,3,0,0,0
"scaffold_89_partial_194852_215922_14",0,2,0,0,0,2
"scaffold_89_partial_194852_215922_15",0,0,0,0,0,0
"scaffold_89_partial_194852_215922_16",0,0,6,0,1,0
"scaffold_89_partial_194852_215922_17",0,0,3,0,0,0
"scaffold_39956_1",0,0,0,0,0,0
"scaffold_39956_2",0,0,0,0,0,0
"scaffold_39956_3",0,0,0,0,0,0
"scaffold_39956_4",0,0,0,0,0,0
"scaffold_22539_1",0,0,0,0,0,0
"scaffold_22539_2",0,0,0,0,0,0
"scaffold_22539_3",0,0,0,0,0,0
"scaffold_22539_4",0,0,0,0,0,0
"scaffold_57838_1",0,0,0,0,0,0
"scaffold_57838_2",0,0,0,0,0,0
"scaffold_57838_3",0,0,0,0,0,0
"scaffold_16078_1",0,0,0,0,0,0
"scaffold_16078_2",0,0,0,0,0,0
"scaffold_16078_3",0,0,0,0,0,0
"scaffold_16078_4",0,0,0,0,0,0
"scaffold_70705_1",0,0,0,0,0,0
"scaffold_70705_2",0,0,0,0,0,0
"scaffold_25838_1",0,0,0,0,0,0
"scaffold_25838_2",0,0,0,0,0,0
"scaffold_25838_3",0,0,0,0,0,0
"scaffold_25838_4",0,0,0,0,0,0
"scaffold_25838_5",0,0,0,0,0,0
"scaffold_5295_1",0,0,0,0,0,0
"scaffold_5295_2",0,0,0,0,0,0
"scaffold_5295_3",0,0,0,0,0,0
"scaffold_5295_4",0,0,2,0,0,0
"scaffold_5295_5",0,0,0,0,0,0
"scaffold_5295_6",0,2,0,0,0,0
"scaffold_5295_7",0,0,0,0,0,0
"scaffold_5295_8",0,0,0,0,0,0
"scaffold_5295_9",0,0,0,0,0,0
"scaffold_5295_10",0,0,0,0,0,0
"scaffold_5295_11",0,0,0,0,0,0
"scaffold_5295_12",0,0,0,0,0,0
"scaffold_5295_13",0,0,0,0,0,0
"scaffold_5295_14",0,0,0,0,0,0
"scaffold_5295_15",0,0,0,0,0,0
"scaffold_5295_16",0,0,0,0,0,0
"scaffold_74105_1",0,0,0,0,0,0
"scaffold_62332_1",0,0,0,0,0,0
"scaffold_62332_2",0,0,1,0,0,0
"scaffold_531_partial_44009_84290_1",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_2",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_3",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_4",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_5",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_6",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_7",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_8",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_9",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_10",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_11",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_12",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_13",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_14",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_15",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_16",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_17",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_18",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_19",0,0,2,0,0,0
"scaffold_531_partial_44009_84290_20",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_21",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_22",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_23",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_24",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_25",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_26",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_27",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_28",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_29",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_30",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_31",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_32",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_33",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_34",0,0,0,0,0,0
"scaffold_531_partial_44009_84290_35",0,0,0,0,0,0
"scaffold_34045_1",0,0,0,0,0,0
"scaffold_34045_2",0,1,0,0,0,0
"scaffold_45970_1",0,0,0,0,0,0
"scaffold_45970_2",0,0,0,0,0,0
"scaffold_22916_1",0,0,0,0,0,0
"scaffold_22916_2",0,0,0,0,0,0
"scaffold_22916_3",0,0,0,0,0,0
"scaffold_22916_4",0,0,0,0,0,0
"scaffold_24123_1",0,0,0,0,0,0
"scaffold_24123_2",0,0,0,0,0,0
"scaffold_24123_3",0,0,0,0,0,0
"scaffold_16185_1",0,0,0,0,0,0
"scaffold_16185_2",0,0,0,0,0,0
"scaffold_16185_3",0,0,0,0,0,0
"scaffold_16185_4",0,0,0,0,0,0
"scaffold_31101_1",0,0,0,0,0,0
"scaffold_31101_2",0,0,0,0,0,0
"scaffold_31101_3",0,0,0,0,0,0
"scaffold_31101_4",0,0,0,0,0,0
"scaffold_64287_1",0,0,0,0,0,0
"scaffold_64287_2",0,0,0,0,0,0
"scaffold_64287_3",0,0,0,0,0,0
"scaffold_72842_1",0,0,0,0,0,0
"scaffold_72842_2",0,0,0,0,0,0
"scaffold_61525_1",0,0,0,0,0,0
"scaffold_36355_1",0,0,0,0,0,0
"scaffold_36355_2",0,0,0,0,0,0
"scaffold_36355_3",1,0,0,0,0,0
"scaffold_36355_4",0,0,0,0,0,0
"scaffold_62655_1",0,0,0,0,0,0
"scaffold_62655_2",0,0,0,0,0,0
"scaffold_47964_1",0,0,0,0,0,0
"scaffold_47964_2",0,0,0,0,0,0
"scaffold_47964_3",0,0,0,0,0,0
"scaffold_4601_1",0,0,0,0,0,0
"scaffold_4601_2",0,0,0,0,0,0
"scaffold_4601_3",0,0,0,0,0,1
"scaffold_4601_4",0,0,0,0,0,0
"scaffold_4601_5",0,0,1,0,0,0
"scaffold_4601_6",0,0,0,0,0,0
"scaffold_4601_7",0,0,0,0,0,0
"scaffold_4601_8",0,0,0,0,0,0
"scaffold_4601_9",0,0,0,0,0,0
"scaffold_4601_10",0,0,0,0,0,0
"scaffold_4601_11",0,0,0,0,0,0
"scaffold_4601_12",0,0,0,0,0,0
"scaffold_4601_13",0,0,0,0,0,0
"scaffold_4601_14",0,0,0,0,0,0
"scaffold_4601_15",0,0,0,0,0,0
"scaffold_4601_16",0,0,0,0,0,0
"scaffold_12148_1",0,0,0,0,0,0
"scaffold_12148_2",0,0,0,0,0,0
"scaffold_12148_3",0,0,0,0,0,0
"scaffold_12148_4",0,0,0,0,0,0
"scaffold_31410_1",0,0,0,0,0,0
"scaffold_31410_2",0,0,0,0,0,0
"scaffold_31410_3",0,0,0,0,0,0
"scaffold_31410_4",0,0,0,0,0,0
"scaffold_22198_1",0,0,2,0,0,0
"scaffold_22198_2",0,0,0,0,0,0
"scaffold_22198_3",0,0,3,0,0,0
"scaffold_22198_4",0,0,0,0,0,0
"scaffold_16097_1",0,0,0,0,0,0
"scaffold_16097_2",0,0,0,0,0,0
"scaffold_16097_3",0,0,0,0,0,0
"scaffold_16097_4",0,0,0,0,0,0
"scaffold_16097_5",0,0,0,0,0,0
"scaffold_16097_6",0,0,0,0,0,0
"scaffold_72747_1",0,0,0,0,0,0
"scaffold_72747_2",0,0,0,0,0,0
"scaffold_80760_1",0,0,0,0,0,0
"scaffold_80760_2",0,0,0,0,0,0
"scaffold_80760_3",0,0,0,0,0,0
"scaffold_21630_1",0,0,0,0,0,0
"scaffold_21630_2",0,0,0,0,0,0
"scaffold_21630_3",0,0,0,0,0,0
"scaffold_51093_1",0,0,1,0,0,0
"scaffold_51093_2",0,0,0,0,0,0
"scaffold_51093_3",0,0,0,0,0,0
"scaffold_59060_1",0,0,1,0,0,0
"scaffold_69988_1",0,0,0,0,0,0
"scaffold_11658_1",0,0,1,0,0,0
"scaffold_11658_2",0,0,0,0,0,0
"scaffold_11658_3",0,0,0,0,0,0
"scaffold_11658_4",0,0,0,0,0,0
"scaffold_11658_5",0,0,1,0,0,0
"scaffold_11658_6",0,0,0,0,0,0
"scaffold_11658_7",0,0,0,0,0,0
"scaffold_11658_8",0,0,3,1,3,0
"scaffold_11658_9",0,0,0,0,0,0
"scaffold_11658_10",0,0,0,0,0,0
"scaffold_11658_11",0,0,0,0,0,0
"scaffold_81190_1",0,0,0,0,0,0
"scaffold_67763_1",0,0,0,0,0,0
"scaffold_67763_2",0,0,0,0,0,0
"scaffold_65624_1",0,0,0,0,0,0
"scaffold_65624_2",0,0,0,0,0,0
"scaffold_74027_1",0,0,0,0,0,0
"scaffold_74027_2",0,0,0,0,0,0
"scaffold_69435_1",0,0,0,0,0,0
"scaffold_20359_1",0,0,0,0,0,0
"scaffold_20359_2",0,0,0,0,0,0
"scaffold_20359_3",0,0,0,0,0,0
"scaffold_20359_4",0,0,0,0,0,0
"scaffold_20359_5",0,0,0,0,0,0
"scaffold_54531_1",0,0,0,0,0,0
"scaffold_54531_2",0,0,0,0,0,0
"scaffold_38217_1",0,0,0,0,0,0
"scaffold_38217_2",0,0,0,0,0,0
"scaffold_38217_3",0,0,0,0,0,0
"scaffold_53495_1",0,0,0,0,0,0
"scaffold_53495_2",0,0,0,0,0,0
"scaffold_85776_1",0,0,0,0,0,0
"scaffold_42333_1",0,0,0,0,0,0
"scaffold_42333_2",0,0,0,0,0,0
"scaffold_42333_3",0,0,0,0,0,0
"scaffold_42333_4",0,0,0,0,0,0
"scaffold_45073_1",0,0,0,0,0,0
"scaffold_45073_2",0,0,0,0,0,0
"scaffold_45073_3",0,0,0,0,0,0
"scaffold_64788_1",0,0,0,0,0,0
"scaffold_64788_2",0,0,0,0,0,0
"scaffold_18951_1",0,0,0,0,0,0
"scaffold_18951_2",0,0,0,0,0,0
"scaffold_18951_3",0,0,0,0,0,0
"scaffold_18951_4",0,0,0,0,0,0
"scaffold_18951_5",0,0,0,0,0,0
"scaffold_18951_6",0,0,0,0,0,0
"scaffold_64674_1",0,0,0,0,0,0
"scaffold_64674_2",0,0,0,0,0,0
"scaffold_27809_1",0,0,0,0,0,0
"scaffold_27809_2",0,0,0,0,0,0
"scaffold_27809_3",0,0,0,0,0,0
"scaffold_27809_4",0,0,0,0,0,0
"scaffold_7220_1",0,0,0,0,0,0
"scaffold_7220_2",0,0,0,0,0,0
"scaffold_7220_3",0,0,0,0,0,0
"scaffold_7220_4",0,0,0,0,0,0
"scaffold_7220_5",0,0,0,0,0,0
"scaffold_7220_6",0,0,0,0,0,0
"scaffold_7220_7",0,0,0,0,0,0
"scaffold_7220_8",0,0,0,0,0,0
"scaffold_7220_9",0,0,0,0,0,0
"scaffold_7220_10",0,0,1,0,0,0
"scaffold_41853_1",0,0,0,0,0,0
"scaffold_41853_2",0,0,0,0,0,0
"scaffold_21313_1",0,0,0,0,0,0
"scaffold_21313_2",0,0,0,0,0,0
"scaffold_21313_3",0,0,1,0,1,0
"scaffold_89867_1",0,0,0,0,0,0
"scaffold_72918_1",0,0,0,0,0,0
"scaffold_72918_2",0,0,0,0,0,0
"scaffold_72_partial_0_21047_1",0,0,1,0,0,0
"scaffold_72_partial_0_21047_2",0,0,0,0,0,0
"scaffold_72_partial_0_21047_3",0,0,1,0,0,0
"scaffold_72_partial_0_21047_4",0,0,0,0,0,0
"scaffold_72_partial_0_21047_5",0,0,0,0,0,0
"scaffold_72_partial_0_21047_6",0,0,0,0,0,0
"scaffold_72_partial_0_21047_7",0,0,0,0,0,0
"scaffold_72_partial_0_21047_8",0,0,0,0,0,0
"scaffold_72_partial_0_21047_9",0,0,0,0,0,0
"scaffold_72_partial_0_21047_10",0,0,1,0,0,0
"scaffold_72_partial_0_21047_11",0,0,0,0,0,0
"scaffold_72_partial_0_21047_12",0,0,2,0,0,0
"scaffold_72_partial_0_21047_13",0,0,0,0,0,0
"scaffold_72_partial_82276_104656_1",0,0,0,0,0,0
"scaffold_72_partial_82276_104656_2",0,0,0,0,0,0
"scaffold_72_partial_82276_104656_3",0,0,0,0,0,0
"scaffold_72_partial_82276_104656_4",0,0,0,0,0,0
"scaffold_72_partial_82276_104656_5",2,0,0,0,0,0
"scaffold_72_partial_82276_104656_6",0,0,0,0,0,0
"scaffold_72_partial_82276_104656_7",0,2,4,0,0,0
"scaffold_72_partial_82276_104656_8",0,0,3,0,0,0
"scaffold_72_partial_82276_104656_9",0,0,0,0,0,0
"scaffold_72_partial_82276_104656_10",0,0,0,0,0,0
"scaffold_72_partial_82276_104656_11",0,0,0,0,0,0
"scaffold_72_partial_82276_104656_12",0,0,1,0,0,0
"scaffold_72_partial_82276_104656_13",0,0,1,0,0,0
"scaffold_72_partial_82276_104656_14",0,2,5,0,0,0
"scaffold_72_partial_82276_104656_15",0,0,1,0,0,0
"scaffold_72_partial_82276_104656_16",0,0,2,0,0,0
"scaffold_72_partial_82276_104656_17",0,0,0,0,0,0
"scaffold_72_partial_82276_104656_18",0,0,0,0,0,0
"scaffold_72_partial_82276_104656_19",0,0,0,0,0,0
"scaffold_72_partial_82276_104656_20",0,0,0,0,0,0
"scaffold_72_partial_82276_104656_21",0,0,3,0,0,0
"scaffold_72_partial_144706_228823_1",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_2",0,0,2,0,0,0
"scaffold_72_partial_144706_228823_3",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_4",0,2,2,0,0,0
"scaffold_72_partial_144706_228823_5",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_6",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_7",0,0,2,0,0,0
"scaffold_72_partial_144706_228823_8",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_9",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_10",0,0,1,0,0,0
"scaffold_72_partial_144706_228823_11",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_12",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_13",0,1,0,0,0,0
"scaffold_72_partial_144706_228823_14",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_15",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_16",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_17",0,0,1,0,0,0
"scaffold_72_partial_144706_228823_18",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_19",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_20",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_21",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_22",0,0,0,0,0,0
"scaffold_72_partial_144706_228823_23",0,0,6,0,0,0
"scaffold_72_partial_144706_228823_24",0,0,4,0,0,0
"scaffold_72_partial_144706_228823_25",0,0,0,0,0,0
