"","bin_000-contigs_B1","bin_000-contigs_B3","bin_000-contigs_B4","bin_000-contigs_E1","bin_000-contigs_E2","bin_000-contigs_E3"
"scaffold_9435_2",0,0,0,0,0,0
"scaffold_9435_3",0,0,0,0,0,0
"scaffold_9435_4",0,0,0,0,0,0
"scaffold_9435_5",0,0,0,0,0,0
"scaffold_9435_6",0,0,0,0,0,0
"scaffold_9435_7",0,0,0,0,0,0
"scaffold_9435_8",0,0,0,0,0,0
"scaffold_9435_9",0,0,0,0,0,0
"scaffold_9435_10",0,0,0,0,0,0
"scaffold_9435_11",0,0,0,0,0,0
"scaffold_66246_1",0,0,0,0,0,0
"scaffold_66246_2",0,0,0,0,0,0
"scaffold_24585_1",0,0,0,0,0,0
"scaffold_24585_2",0,0,0,0,0,0
"scaffold_24585_3",0,0,0,0,0,0
"scaffold_79517_1",0,0,0,0,0,0
"scaffold_79517_2",0,0,0,0,0,0
"scaffold_79517_3",0,0,0,0,0,0
"scaffold_68925_1",0,0,0,0,0,0
"scaffold_68925_2",0,0,0,0,0,0
"scaffold_76065_1",0,0,0,0,0,0
"scaffold_76065_2",0,0,0,0,0,0
"scaffold_76065_3",0,0,0,0,0,0
"scaffold_7379_1",0,0,0,0,10,0
"scaffold_7379_2",0,0,0,0,0,0
"scaffold_7379_3",0,0,1,0,1,0
"scaffold_7379_4",0,0,0,0,0,0
"scaffold_7379_5",0,0,0,0,0,0
"scaffold_7379_6",0,0,0,0,0,0
"scaffold_7379_7",0,0,0,0,0,0
"scaffold_7379_8",0,0,0,0,0,0
"scaffold_7379_9",0,0,0,0,0,0
"scaffold_7379_10",1,0,0,0,0,0
"scaffold_7379_11",0,0,0,0,0,0
"scaffold_7379_12",0,0,0,0,0,0
"scaffold_7379_13",0,0,0,0,0,0
"scaffold_7379_14",0,0,0,0,0,0
"scaffold_2813_1",0,0,0,0,0,0
"scaffold_2813_2",0,0,0,0,0,0
"scaffold_2813_3",0,0,0,0,0,0
"scaffold_2813_4",0,0,0,0,0,0
"scaffold_2813_5",0,0,0,0,0,0
"scaffold_2813_6",0,0,0,0,0,0
"scaffold_2813_7",0,0,0,0,0,0
"scaffold_2813_8",0,0,1,0,0,0
"scaffold_2813_9",0,0,0,0,0,0
"scaffold_2813_10",0,0,0,0,0,0
"scaffold_2813_11",0,0,0,0,0,0
"scaffold_2813_12",0,0,0,0,0,0
"scaffold_2813_13",0,1,0,0,0,0
"scaffold_2813_14",0,0,1,0,0,0
"scaffold_2813_15",0,0,0,0,0,0
"scaffold_2813_16",0,0,0,0,0,0
"scaffold_2813_17",0,0,1,0,0,0
"scaffold_2813_18",0,0,0,0,0,0
"scaffold_2813_19",0,0,0,0,0,0
"scaffold_2813_20",0,0,0,0,0,0
"scaffold_2813_21",0,0,0,0,0,0
"scaffold_2813_22",0,0,0,0,0,0
"scaffold_2813_23",0,0,0,0,0,0
"scaffold_2813_24",0,0,0,0,0,0
"scaffold_2813_25",0,0,0,0,0,0
"scaffold_2813_26",0,0,0,0,0,0
"scaffold_49688_1",0,0,0,0,0,0
"scaffold_49688_2",0,0,0,0,0,0
"scaffold_49688_3",0,0,0,0,0,0
"scaffold_25272_1",0,0,0,0,0,0
"scaffold_25272_2",0,0,0,0,0,0
"scaffold_25272_3",0,0,0,0,0,0
"scaffold_25272_4",0,0,0,0,0,0
"scaffold_51815_1",0,0,0,0,0,0
"scaffold_51815_2",0,0,0,0,0,0
"scaffold_39238_1",0,0,0,0,0,0
"scaffold_39238_2",0,0,0,0,0,0
"scaffold_78738_1",0,0,0,0,0,0
"scaffold_20720_1",0,0,0,0,0,0
"scaffold_20720_2",0,0,0,0,0,0
"scaffold_20720_3",0,0,0,0,0,0
"scaffold_20720_4",0,0,0,0,0,0
"scaffold_51351_1",0,0,0,0,0,0
"scaffold_51351_2",0,0,0,0,0,0
"scaffold_51351_3",0,0,0,0,0,0
"scaffold_71305_1",0,0,0,0,0,0
"scaffold_49530_1",0,0,0,0,0,0
"scaffold_44857_1",0,0,0,0,0,0
"scaffold_44857_2",0,0,0,0,0,0
"scaffold_44857_3",0,0,0,0,0,0
"scaffold_89080_1",0,0,0,0,0,0
"scaffold_89080_2",0,0,0,0,0,0
"scaffold_81502_1",0,0,0,0,0,0
"scaffold_19827_1",0,0,0,0,0,0
"scaffold_19827_2",0,0,0,0,0,0
"scaffold_19827_3",0,0,0,0,0,0
"scaffold_19827_4",0,0,0,0,0,0
"scaffold_19827_5",0,0,0,0,0,0
"scaffold_19827_6",0,0,0,0,0,0
"scaffold_57914_1",0,0,0,0,0,0
"scaffold_63563_1",0,0,0,0,0,0
"scaffold_63563_2",0,0,0,0,0,0
"scaffold_63563_3",0,0,0,0,0,0
"scaffold_5707_1",0,0,0,0,0,0
"scaffold_5707_2",0,0,0,0,0,0
"scaffold_5707_3",0,0,0,0,0,0
"scaffold_5707_4",0,0,0,0,0,0
"scaffold_5707_5",0,0,0,0,0,0
"scaffold_5707_6",0,0,0,0,0,0
"scaffold_5707_7",0,0,0,0,0,0
"scaffold_5707_8",0,0,0,0,0,0
"scaffold_5707_9",0,0,0,0,0,0
"scaffold_5707_10",0,0,0,0,0,0
"scaffold_5707_11",0,0,0,0,0,0
"scaffold_5707_12",0,0,0,0,0,0
"scaffold_5707_13",0,0,0,0,0,0
"scaffold_5707_14",0,0,0,0,0,0
"scaffold_21811_1",0,0,0,0,0,0
"scaffold_21811_2",0,0,0,0,0,0
"scaffold_63417_1",0,0,0,0,0,0
"scaffold_6068_1",0,0,1,0,0,0
"scaffold_6068_2",0,0,0,0,0,0
"scaffold_6068_3",0,0,0,0,0,0
"scaffold_6068_4",0,0,0,0,0,0
"scaffold_6068_5",0,0,0,0,0,0
"scaffold_6068_6",0,0,0,0,0,0
"scaffold_6068_7",0,0,0,0,0,0
"scaffold_6068_8",0,0,0,0,0,0
"scaffold_6068_9",0,0,0,0,0,0
"scaffold_6068_10",0,0,0,0,0,0
"scaffold_6068_11",0,0,0,0,0,0
"scaffold_6068_12",0,0,0,0,0,0
"scaffold_6068_13",0,0,0,0,0,0
"scaffold_6068_14",0,0,0,0,0,0
"scaffold_6068_15",0,0,0,0,0,0
"scaffold_6068_16",0,0,2,0,0,0
"scaffold_6068_17",0,0,0,0,0,0
"scaffold_6068_18",0,0,0,0,0,0
"scaffold_84155_1",0,0,0,0,0,0
"scaffold_84155_2",0,0,0,0,0,0
"scaffold_25022_1",0,0,0,0,0,0
"scaffold_25022_2",0,0,0,0,0,0
"scaffold_25022_3",0,0,0,0,0,0
"scaffold_25022_4",0,0,0,0,0,0
"scaffold_25022_5",0,0,0,0,0,0
"scaffold_53638_1",0,0,0,0,0,0
"scaffold_53638_2",0,0,0,0,0,0
"scaffold_72498_1",0,0,0,0,0,0
"scaffold_72498_2",0,0,0,0,0,0
"scaffold_1508_partial_22341_42545_1",0,0,0,0,0,0
"scaffold_1508_partial_22341_42545_2",0,0,0,0,0,0
"scaffold_1508_partial_22341_42545_3",0,0,0,0,0,0
"scaffold_1508_partial_22341_42545_4",0,0,3,0,0,0
"scaffold_1508_partial_22341_42545_5",0,0,0,0,0,0
"scaffold_1508_partial_22341_42545_6",0,0,0,0,0,0
"scaffold_1508_partial_22341_42545_7",0,0,0,0,0,0
"scaffold_1508_partial_22341_42545_8",0,0,0,0,0,0
"scaffold_1508_partial_22341_42545_9",0,0,0,0,0,0
"scaffold_1508_partial_22341_42545_10",0,0,1,0,0,0
"scaffold_65612_1",0,0,1,0,0,0
"scaffold_84848_1",0,0,0,0,0,0
"scaffold_70494_1",0,0,0,0,0,0
"scaffold_63685_1",0,0,0,0,0,0
"scaffold_63685_2",0,0,0,0,0,0
"scaffold_34797_1",0,0,0,0,0,0
"scaffold_34797_2",0,0,0,0,0,0
"scaffold_34797_3",0,0,0,0,0,0
"scaffold_59497_1",0,0,0,0,0,0
"scaffold_59497_2",0,0,1,0,0,0
"scaffold_52414_1",1,0,0,0,0,0
"scaffold_52414_2",0,0,0,0,0,0
"scaffold_52414_3",0,0,0,0,0,0
"scaffold_31675_1",0,0,0,0,0,0
"scaffold_31675_2",0,0,0,0,0,0
"scaffold_31675_3",0,0,0,0,0,0
"scaffold_31675_4",0,0,0,0,0,0
"scaffold_67480_1",0,0,0,0,0,0
"scaffold_67480_2",0,0,0,0,0,0
"scaffold_67480_3",0,0,0,0,0,0
"scaffold_23711_1",0,0,0,0,0,0
"scaffold_23711_2",0,0,0,0,0,0
"scaffold_23711_3",0,0,0,0,0,0
"scaffold_23711_4",0,0,0,0,0,0
"scaffold_66481_1",0,0,0,0,0,0
"scaffold_20761_1",0,0,0,0,0,0
"scaffold_20761_2",0,0,0,0,0,0
"scaffold_20761_3",0,0,0,0,0,0
"scaffold_85508_1",0,0,0,0,0,0
"scaffold_85508_2",0,1,1,0,0,0
"scaffold_81733_1",0,0,0,0,0,0
"scaffold_81733_2",0,0,0,0,0,0
"scaffold_8707_1",0,0,0,0,0,0
"scaffold_8707_2",0,0,0,0,0,0
"scaffold_8707_3",0,0,0,0,0,0
"scaffold_8707_4",0,0,0,0,0,0
"scaffold_8707_5",0,0,0,0,0,0
"scaffold_8707_6",0,0,2,0,0,0
"scaffold_8707_7",0,0,0,0,0,0
"scaffold_8707_8",0,0,3,0,0,0
"scaffold_8707_9",0,0,2,0,0,0
"scaffold_8707_10",0,0,0,0,0,0
"scaffold_8707_11",0,0,0,0,0,0
"scaffold_56178_1",0,0,0,0,0,0
"scaffold_39578_1",0,0,0,0,0,0
"scaffold_39578_2",0,0,0,0,0,0
"scaffold_39578_3",0,0,0,0,0,0
"scaffold_58721_1",0,0,0,0,0,0
"scaffold_5329_1",2,0,0,2,3,4
"scaffold_5329_2",0,0,0,0,0,0
"scaffold_5329_3",0,0,0,0,0,0
"scaffold_5329_4",0,0,0,0,0,2
"scaffold_5329_5",3,0,2,0,0,0
"scaffold_5329_6",0,0,0,0,0,0
"scaffold_5329_7",0,0,0,0,0,1
"scaffold_5329_8",0,0,0,0,0,0
"scaffold_5329_9",0,0,0,0,0,0
"scaffold_5329_10",0,0,0,0,2,0
"scaffold_5329_11",0,0,0,0,0,0
"scaffold_5329_12",0,0,0,0,0,0
"scaffold_5329_13",1,0,0,0,1,1
"scaffold_5329_14",1,2,1,0,4,1
"scaffold_5329_15",0,0,0,0,0,0
"scaffold_5329_16",0,0,0,0,0,0
"scaffold_5329_17",0,0,0,0,1,0
"scaffold_5329_18",0,0,0,0,0,1
"scaffold_5329_19",0,0,0,0,0,0
"scaffold_5329_20",0,0,0,0,0,0
"scaffold_5329_21",0,0,0,0,0,0
"scaffold_5329_22",0,0,0,0,0,0
"scaffold_5329_23",0,0,0,0,0,0
"scaffold_66961_1",0,0,0,0,0,0
"scaffold_66961_2",0,0,0,0,0,0
"scaffold_78064_1",0,0,0,0,0,0
"scaffold_78064_2",0,0,0,0,0,0
"scaffold_78977_1",0,0,0,0,0,0
"scaffold_78977_2",0,0,0,0,0,0
"scaffold_79274_1",0,0,0,0,0,0
"scaffold_68462_1",0,0,0,0,0,0
"scaffold_35812_1",0,0,0,0,0,0
"scaffold_35812_2",0,0,0,0,0,0
"scaffold_77371_1",0,0,0,0,0,0
"scaffold_77371_2",0,0,0,0,0,0
"scaffold_38470_1",0,0,0,0,0,0
"scaffold_38470_2",0,0,0,0,0,0
"scaffold_53079_1",0,0,0,0,0,0
"scaffold_53079_2",0,0,0,0,0,0
"scaffold_81181_1",0,0,0,0,0,0
"scaffold_81181_2",0,0,0,0,0,0
"scaffold_35050_1",0,0,0,0,0,0
"scaffold_35050_2",0,0,1,0,0,0
"scaffold_44889_1",0,0,0,0,0,0
"scaffold_10414_1",0,0,0,0,0,0
"scaffold_10414_2",0,0,0,0,0,0
"scaffold_10414_3",0,0,0,0,0,0
"scaffold_10414_4",0,0,0,0,0,0
"scaffold_10414_5",0,0,0,0,0,0
"scaffold_10414_6",0,0,0,0,0,0
"scaffold_10414_7",0,0,0,0,0,0
"scaffold_10414_8",0,0,0,0,0,0
"scaffold_10414_9",0,0,1,0,0,0
"scaffold_10414_10",0,0,0,0,0,0
"scaffold_45334_1",0,0,0,0,0,0
"scaffold_45334_2",0,0,0,0,0,0
"scaffold_88245_1",0,0,0,0,0,0
"scaffold_86222_1",0,0,0,0,0,0
"scaffold_86222_2",0,0,0,0,0,0
"scaffold_12285_1",0,0,0,0,0,0
"scaffold_12285_2",0,0,0,0,0,0
"scaffold_12285_3",0,0,0,0,0,0
"scaffold_12285_4",0,0,0,0,0,0
"scaffold_12285_5",0,0,0,0,0,0
"scaffold_12285_6",0,0,0,0,0,0
"scaffold_73794_1",0,0,0,0,0,0
"scaffold_79305_1",0,0,0,0,0,0
"scaffold_79305_2",0,0,0,0,0,0
"scaffold_63375_1",0,0,0,0,0,0
"scaffold_63375_2",0,0,0,0,0,0
"scaffold_29041_1",0,0,0,0,0,0
"scaffold_29041_2",0,0,0,0,0,0
"scaffold_29041_3",0,0,0,0,0,0
"scaffold_29041_4",0,0,0,0,0,0
"scaffold_24228_1",0,0,1,0,0,0
"scaffold_24228_2",0,0,0,0,0,0
"scaffold_24228_3",0,0,0,0,0,0
"scaffold_24228_4",0,0,0,0,0,0
"scaffold_24228_5",0,0,0,0,0,0
"scaffold_84229_1",0,0,0,0,0,0
"scaffold_84229_2",0,0,0,0,0,0
"scaffold_31658_1",0,0,0,0,0,0
"scaffold_31658_2",0,0,0,0,14,7
"scaffold_31658_3",0,0,0,0,0,0
"scaffold_82675_1",0,0,2,0,0,0
"scaffold_30611_1",0,0,0,0,0,0
"scaffold_30611_2",0,0,0,0,0,0
"scaffold_30611_3",0,0,0,0,0,0
"scaffold_70755_1",0,0,0,0,0,0
"scaffold_70755_2",0,0,0,0,0,0
"scaffold_70755_3",0,0,0,0,0,0
"scaffold_84159_1",0,0,1,0,0,0
"scaffold_84159_2",0,0,2,0,0,0
"scaffold_84159_3",0,0,0,0,0,0
"scaffold_50617_1",0,0,0,0,0,0
"scaffold_50617_2",0,0,0,0,0,0
"scaffold_76159_1",0,0,0,0,0,0
"scaffold_76159_2",0,0,0,0,0,0
"scaffold_76159_3",0,0,0,0,0,0
"scaffold_29259_1",0,0,0,0,0,0
"scaffold_29259_2",0,0,1,0,0,0
"scaffold_29259_3",0,0,0,0,0,0
"scaffold_56082_1",0,0,0,0,0,0
"scaffold_56082_2",0,0,0,0,0,0
"scaffold_13261_1",0,0,0,0,0,0
"scaffold_13261_2",0,0,0,0,0,0
"scaffold_13261_3",0,0,0,0,0,0
"scaffold_13261_4",0,0,0,0,0,0
"scaffold_13261_5",0,0,0,0,0,0
"scaffold_13261_6",0,0,0,0,0,0
"scaffold_13261_7",0,0,0,0,0,0
"scaffold_13261_8",0,0,0,0,0,0
"scaffold_13261_9",0,0,0,0,0,0
"scaffold_13261_10",0,0,0,0,0,0
"scaffold_13261_11",0,0,0,0,0,0
"scaffold_13261_12",0,0,0,0,0,0
"scaffold_13261_13",0,0,0,0,0,0
"scaffold_41765_1",0,0,0,0,0,0
"scaffold_79834_1",0,0,0,0,0,1
"scaffold_79834_2",0,0,0,0,0,0
"scaffold_63007_1",0,0,0,0,0,0
"scaffold_23006_1",0,0,0,0,0,0
"scaffold_23006_2",0,0,0,0,0,0
"scaffold_23006_3",0,0,0,0,0,0
"scaffold_23006_4",0,0,0,0,0,0
"scaffold_23006_5",0,0,0,0,0,0
"scaffold_23006_6",0,0,0,0,0,0
"scaffold_42272_1",0,0,0,0,0,0
"scaffold_42272_2",0,0,0,0,0,0
"scaffold_47026_1",0,0,3,0,0,0
"scaffold_17904_1",0,0,0,0,0,0
"scaffold_17904_2",0,0,0,0,0,0
"scaffold_17904_3",0,0,0,0,0,0
"scaffold_17904_4",0,0,0,0,0,0
"scaffold_17904_5",0,0,0,0,0,0
"scaffold_17904_6",0,0,0,0,0,0
"scaffold_85742_1",0,0,0,0,0,0
"scaffold_25245_1",0,0,0,0,0,0
"scaffold_25245_2",0,0,0,0,0,0
"scaffold_25245_3",0,0,0,0,0,0
"scaffold_82047_1",0,0,0,0,0,0
"scaffold_82047_2",0,0,0,0,0,0
"scaffold_81380_1",0,0,0,0,0,0
"scaffold_71976_1",0,0,0,0,0,0
"scaffold_71976_2",0,0,0,0,0,0
"scaffold_16708_1",0,0,0,0,0,0
"scaffold_16708_2",0,0,0,0,0,0
"scaffold_16708_3",0,0,0,0,0,0
"scaffold_16708_4",0,0,0,0,0,0
"scaffold_16708_5",0,0,0,0,0,0
"scaffold_16708_6",0,0,0,0,0,0
"scaffold_28698_1",0,0,0,0,0,0
"scaffold_74733_1",0,0,0,0,0,0
"scaffold_74733_2",0,0,0,0,0,0
"scaffold_48046_1",0,0,0,0,0,0
"scaffold_48046_2",0,0,0,0,0,0
"scaffold_48046_3",0,0,0,0,0,0
"scaffold_28041_1",0,0,0,0,0,0
"scaffold_28041_2",0,0,0,0,0,0
"scaffold_28041_3",0,0,0,0,0,0
"scaffold_28333_1",0,0,0,0,0,0
"scaffold_28333_2",0,0,0,0,0,0
"scaffold_28333_3",0,0,0,0,0,0
"scaffold_28333_4",0,0,0,0,1,0
"scaffold_28333_5",0,0,0,0,0,0
"scaffold_25692_1",0,0,0,0,0,0
"scaffold_25692_2",0,0,0,0,0,0
"scaffold_43540_1",0,0,0,0,0,0
"scaffold_43540_2",0,0,0,0,0,0
"scaffold_43540_3",0,0,0,0,0,0
"scaffold_77611_1",0,0,0,0,0,0
"scaffold_61900_1",0,0,13,3,3,0
"scaffold_61900_2",1,0,17,0,0,0
"scaffold_47993_1",0,0,0,0,0,0
"scaffold_47993_2",0,0,0,0,0,0
"scaffold_51064_1",0,0,0,0,0,0
"scaffold_51064_2",0,0,0,0,0,0
"scaffold_69455_1",0,0,0,0,0,0
"scaffold_69455_2",0,0,0,0,0,0
"scaffold_13813_1",0,0,0,0,0,0
"scaffold_13813_2",0,0,0,0,0,0
"scaffold_13813_3",0,0,0,0,0,0
"scaffold_13813_4",0,0,0,0,0,0
"scaffold_13813_5",0,0,0,0,0,0
"scaffold_13813_6",0,0,0,0,0,0
"scaffold_13813_7",0,0,0,0,0,0
"scaffold_13813_8",0,0,0,0,0,0
"scaffold_13813_9",0,0,0,0,0,0
"scaffold_13813_10",0,0,0,0,0,0
"scaffold_13813_11",0,0,0,0,0,0
"scaffold_51107_1",0,0,0,0,0,0
"scaffold_51107_2",0,0,0,0,0,0
"scaffold_51107_3",0,0,0,0,0,0
"scaffold_21017_1",0,0,0,0,0,0
"scaffold_21017_2",0,0,0,0,0,0
"scaffold_21017_3",0,0,0,0,0,0
"scaffold_21017_4",0,0,0,0,0,0
"scaffold_60319_1",0,0,0,0,0,0
"scaffold_30147_1",0,0,0,0,0,0
"scaffold_30147_2",0,0,0,0,0,0
"scaffold_30147_3",0,0,0,0,0,0
"scaffold_30147_4",0,0,0,0,0,0
"scaffold_60212_1",0,0,0,0,0,0
"scaffold_60212_2",0,0,0,0,0,0
"scaffold_6717_1",0,0,2,0,0,0
"scaffold_6717_2",0,0,0,0,0,0
"scaffold_6717_3",0,0,0,0,0,0
"scaffold_6717_4",0,0,0,0,0,0
"scaffold_6717_5",0,0,0,0,0,0
"scaffold_6717_6",0,0,0,0,0,0
"scaffold_6717_7",0,0,0,0,0,0
"scaffold_6717_8",0,0,0,0,0,0
"scaffold_81646_1",0,0,0,0,0,0
"scaffold_81646_2",0,0,0,0,0,0
"scaffold_51277_1",0,0,0,0,0,0
"scaffold_51277_2",0,0,0,0,0,0
"scaffold_12034_1",0,0,0,0,0,0
"scaffold_12034_2",0,0,0,0,0,0
"scaffold_12034_3",0,0,0,0,0,0
"scaffold_76915_1",0,0,0,0,0,0
"scaffold_76915_2",0,0,0,0,0,0
"scaffold_76915_3",0,0,0,0,0,0
"scaffold_89959_1",0,0,0,0,0,0
"scaffold_89959_2",0,0,0,0,0,0
"scaffold_43859_1",0,0,0,0,0,0
"scaffold_43859_2",0,0,0,0,0,0
"scaffold_18312_1",0,0,0,0,0,0
"scaffold_18312_2",0,0,0,0,0,0
"scaffold_18312_3",0,0,0,0,0,0
"scaffold_18312_4",0,0,0,0,0,0
"scaffold_18312_5",0,0,0,0,0,0
"scaffold_63232_1",0,0,0,0,0,0
"scaffold_50346_1",0,0,0,0,0,0
"scaffold_68744_1",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_1",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_2",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_3",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_4",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_5",0,1,3,0,1,0
"scaffold_47_partial_148718_168455_6",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_7",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_8",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_9",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_10",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_11",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_12",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_13",0,0,2,0,0,0
"scaffold_47_partial_148718_168455_14",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_15",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_16",0,0,0,0,0,0
"scaffold_47_partial_148718_168455_17",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_1",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_2",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_3",0,0,2,0,0,0
"scaffold_47_partial_294763_315131_4",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_5",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_6",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_7",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_8",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_9",0,0,1,0,0,0
"scaffold_47_partial_294763_315131_10",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_11",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_12",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_13",0,0,1,0,1,0
"scaffold_47_partial_294763_315131_14",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_15",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_16",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_17",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_18",0,0,0,0,0,0
"scaffold_47_partial_294763_315131_19",0,0,0,0,0,0
"scaffold_27901_1",0,0,0,0,0,0
"scaffold_27901_2",0,0,0,0,0,0
"scaffold_27901_3",0,0,0,0,0,0
"scaffold_27901_4",0,0,0,0,0,0
"scaffold_27901_5",0,0,0,0,0,0
"scaffold_21241_1",0,0,0,0,0,0
"scaffold_21241_2",0,0,0,0,0,0
"scaffold_21241_3",0,0,0,0,0,0
"scaffold_21241_4",0,0,0,0,0,0
"scaffold_62499_1",0,0,0,0,0,0
"scaffold_62499_2",0,0,0,0,0,0
"scaffold_38957_1",0,0,0,0,0,0
"scaffold_38957_2",0,0,0,0,0,0
"scaffold_38957_3",0,0,0,0,0,0
"scaffold_48401_1",0,0,0,0,0,0
"scaffold_48401_2",0,0,0,0,0,0
"scaffold_61291_1",0,0,0,0,0,0
"scaffold_61291_2",0,0,0,0,0,0
"scaffold_87287_1",0,0,0,0,0,0
"scaffold_87287_2",0,0,0,0,0,0
"scaffold_76341_1",0,0,0,0,0,0
"scaffold_76341_2",0,0,0,0,0,0
"scaffold_90232_1",0,0,0,0,0,0
"scaffold_90232_2",0,0,0,0,0,0
"scaffold_73962_1",0,0,0,0,0,0
"scaffold_73962_2",0,0,0,0,0,0
"scaffold_73962_3",0,0,0,0,0,0
"scaffold_72817_1",0,0,0,0,0,0
"scaffold_32490_1",0,0,0,0,0,0
"scaffold_32490_2",0,0,0,0,0,0
"scaffold_32490_3",0,0,0,0,0,0
"scaffold_54182_1",0,0,0,0,0,0
"scaffold_54182_2",0,0,0,0,0,0
"scaffold_65080_1",0,0,0,0,0,0
"scaffold_65080_2",0,0,0,0,0,0
"scaffold_26547_1",0,0,0,0,0,0
"scaffold_26547_2",0,0,0,0,0,0
"scaffold_26547_3",0,0,0,0,0,0
"scaffold_26547_4",0,0,0,0,0,0
"scaffold_36570_1",0,0,3,0,0,0
"scaffold_36570_2",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_1",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_2",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_3",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_4",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_5",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_6",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_7",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_8",0,0,5,0,0,0
"scaffold_2_partial_20891_40915_9",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_10",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_11",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_12",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_13",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_14",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_15",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_16",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_17",0,0,0,0,0,0
"scaffold_2_partial_20891_40915_18",0,0,0,0,0,0
"scaffold_2_partial_164444_185373_1",0,0,0,0,0,0
"scaffold_2_partial_164444_185373_2",0,0,0,0,0,0
"scaffold_2_partial_164444_185373_3",0,0,1,0,0,0
"scaffold_2_partial_164444_185373_4",0,0,0,0,0,0
"scaffold_2_partial_164444_185373_5",0,0,0,0,0,0
"scaffold_2_partial_164444_185373_6",0,0,6,0,0,0
"scaffold_2_partial_164444_185373_7",0,0,4,0,1,0
"scaffold_2_partial_164444_185373_8",0,0,0,0,0,0
"scaffold_2_partial_164444_185373_9",0,0,0,0,0,0
"scaffold_2_partial_164444_185373_10",0,0,0,0,0,0
"scaffold_2_partial_164444_185373_11",0,0,0,0,0,0
"scaffold_2_partial_164444_185373_12",0,0,0,0,0,0
"scaffold_2_partial_164444_185373_13",0,0,2,0,0,0
"scaffold_2_partial_164444_185373_14",0,0,0,0,0,0
"scaffold_2_partial_164444_185373_15",0,0,0,0,0,0
"scaffold_2_partial_164444_185373_16",0,1,5,0,0,0
"scaffold_53225_1",0,0,0,0,0,0
"scaffold_53225_2",0,0,0,0,0,0
"scaffold_84476_1",0,0,0,0,0,0
"scaffold_29316_1",0,0,0,0,0,0
"scaffold_29316_2",0,0,0,0,0,0
"scaffold_29316_3",0,0,0,0,0,0
"scaffold_29316_4",0,0,0,0,0,0
"scaffold_29316_5",0,0,0,0,0,0
"scaffold_29316_6",0,0,0,0,0,0
"scaffold_84372_1",0,0,0,0,0,0
"scaffold_84372_2",0,0,0,0,0,0
"scaffold_85411_1",0,0,0,0,0,0
"scaffold_85411_2",0,0,0,0,0,0
"scaffold_48488_1",0,0,0,0,0,0
"scaffold_48488_2",0,0,0,0,0,0
"scaffold_69557_1",0,0,0,0,0,0
"scaffold_53926_1",0,0,0,0,0,0
"scaffold_53926_2",0,0,0,0,0,0
"scaffold_53926_3",0,0,0,0,0,0
"scaffold_53926_4",0,0,0,0,0,0
"scaffold_772_partial_45955_67969_1",0,0,1,0,0,0
"scaffold_772_partial_45955_67969_2",0,0,0,0,0,0
"scaffold_772_partial_45955_67969_3",0,0,0,0,0,0
"scaffold_772_partial_45955_67969_4",0,0,0,0,0,0
"scaffold_772_partial_45955_67969_5",0,0,0,0,0,0
"scaffold_772_partial_45955_67969_6",0,0,0,0,0,0
