"","B1","B3","B4","E1","E2","E3"
"scaffold_208_partial_20422_38927_1",0,0,0,0,0,0
"scaffold_208_partial_20422_38927_2",0,0,5,0,0,0
"scaffold_208_partial_20422_38927_3",0,0,6,0,0,0
"scaffold_208_partial_20422_38927_4",0,0,5,0,0,0
"scaffold_208_partial_20422_38927_5",0,29,454,2,1,4
"scaffold_208_partial_20422_38927_6",0,0,2,0,0,0
"scaffold_208_partial_20422_38927_7",0,0,7,0,0,0
"scaffold_208_partial_20422_38927_8",0,0,3,0,0,0
"scaffold_208_partial_20422_38927_9",0,0,7,0,0,0
"scaffold_208_partial_20422_38927_10",0,0,6,0,0,0
"scaffold_208_partial_20422_38927_11",0,8,0,0,0,0
"scaffold_208_partial_20422_38927_12",0,1,1,0,0,0
"scaffold_208_partial_20422_38927_13",0,0,2,0,0,0
"scaffold_208_partial_20422_38927_14",0,0,5,0,0,0
"scaffold_208_partial_20422_38927_15",0,0,9,0,0,1
"scaffold_208_partial_20422_38927_16",0,0,7,0,0,0
"scaffold_208_partial_20422_38927_17",0,1,32,0,1,0
"scaffold_208_partial_20422_38927_18",0,3,23,0,2,1
"scaffold_208_partial_20422_38927_19",0,1,19,0,0,0
"scaffold_208_partial_81763_102010_1",0,1,38,0,16,0
"scaffold_208_partial_81763_102010_2",0,0,23,4,2,1
"scaffold_208_partial_81763_102010_3",1,2,28,1,5,7
"scaffold_208_partial_81763_102010_4",0,0,1,1,0,0
"scaffold_208_partial_81763_102010_5",1,6,48,3,4,2
"scaffold_208_partial_81763_102010_6",0,0,2,0,0,1
"scaffold_208_partial_81763_102010_7",0,0,9,0,4,0
"scaffold_208_partial_81763_102010_8",3,6,20,2,0,2
"scaffold_208_partial_81763_102010_9",0,0,16,0,0,0
"scaffold_208_partial_81763_102010_10",0,2,2,0,0,0
"scaffold_208_partial_81763_102010_11",0,0,5,0,0,0
"scaffold_208_partial_122596_143578_1",0,0,3,0,0,0
"scaffold_208_partial_122596_143578_2",0,0,3,0,0,0
"scaffold_208_partial_122596_143578_3",0,0,1,0,0,0
"scaffold_208_partial_122596_143578_4",0,0,1,0,0,0
"scaffold_208_partial_122596_143578_5",0,0,1,0,0,0
"scaffold_208_partial_122596_143578_6",0,0,3,0,0,0
"scaffold_208_partial_122596_143578_7",0,1,13,0,0,0
"scaffold_208_partial_122596_143578_8",0,0,12,0,0,0
"scaffold_208_partial_122596_143578_9",0,0,6,0,0,0
"scaffold_208_partial_122596_143578_10",0,0,3,0,0,0
"scaffold_208_partial_122596_143578_11",0,1,7,0,1,0
"scaffold_208_partial_122596_143578_12",0,0,0,0,0,0
"scaffold_208_partial_122596_143578_13",0,1,2,0,0,0
"scaffold_208_partial_122596_143578_14",0,0,0,0,0,0
"scaffold_208_partial_122596_143578_15",0,0,3,0,0,0
"scaffold_208_partial_122596_143578_16",0,0,0,0,0,0
"scaffold_208_partial_122596_143578_17",0,0,0,0,0,0
"scaffold_208_partial_122596_143578_18",0,0,5,0,0,0
"scaffold_208_partial_286061_305917_1",0,0,0,0,0,0
"scaffold_208_partial_286061_305917_2",0,0,5,0,0,0
"scaffold_208_partial_286061_305917_3",0,0,1,0,0,0
"scaffold_208_partial_286061_305917_4",0,0,0,0,0,0
"scaffold_208_partial_286061_305917_5",0,0,0,0,0,0
"scaffold_208_partial_286061_305917_6",0,0,8,0,0,0
"scaffold_208_partial_286061_305917_7",0,0,4,0,0,0
"scaffold_208_partial_286061_305917_8",0,4,6,0,0,0
"scaffold_208_partial_286061_305917_9",0,0,1,0,0,0
"scaffold_208_partial_286061_305917_10",0,2,3,0,0,0
"scaffold_208_partial_286061_305917_11",0,8,29,0,3,0
"scaffold_208_partial_286061_305917_12",0,0,0,0,0,0
"scaffold_208_partial_286061_305917_13",0,0,5,0,0,0
"scaffold_208_partial_286061_305917_14",0,0,12,0,0,0
"scaffold_208_partial_286061_305917_15",0,3,7,0,0,0
"scaffold_208_partial_286061_305917_16",0,0,4,0,0,0
"scaffold_208_partial_286061_305917_17",0,0,1,0,0,0
"scaffold_208_partial_286061_305917_18",1,0,5,0,0,0
"scaffold_208_partial_286061_305917_19",0,0,0,0,0,0
"scaffold_208_partial_369233_388732_1",0,6,13,0,0,0
"scaffold_208_partial_369233_388732_2",0,0,0,0,0,0
"scaffold_208_partial_369233_388732_3",0,0,3,0,0,0
"scaffold_208_partial_369233_388732_4",0,0,5,0,0,0
"scaffold_208_partial_369233_388732_5",0,0,9,0,0,0
"scaffold_208_partial_369233_388732_6",0,0,7,0,0,2
"scaffold_208_partial_369233_388732_7",0,2,15,0,0,0
"scaffold_208_partial_369233_388732_8",0,0,3,0,0,0
"scaffold_208_partial_369233_388732_9",0,0,2,0,0,0
"scaffold_208_partial_369233_388732_10",0,2,1,0,0,0
"scaffold_208_partial_369233_388732_11",0,0,12,0,0,0
"scaffold_208_partial_369233_388732_12",0,2,0,0,0,0
"scaffold_208_partial_369233_388732_13",0,0,7,0,1,0
"scaffold_208_partial_369233_388732_14",0,0,9,0,0,0
"scaffold_208_partial_369233_388732_15",0,1,5,0,0,0
"scaffold_208_partial_369233_388732_16",0,0,2,0,0,0
"scaffold_208_partial_408721_470221_1",0,1,2,0,0,0
"scaffold_208_partial_408721_470221_2",0,1,2,0,0,0
"scaffold_208_partial_408721_470221_3",0,0,4,0,0,0
"scaffold_208_partial_408721_470221_4",0,0,8,0,0,0
"scaffold_208_partial_408721_470221_5",0,1,2,0,0,0
"scaffold_208_partial_408721_470221_6",0,0,4,0,0,0
"scaffold_208_partial_408721_470221_7",0,0,3,0,0,0
"scaffold_208_partial_408721_470221_8",0,7,14,1,0,0
"scaffold_208_partial_408721_470221_9",0,0,6,0,0,0
"scaffold_208_partial_408721_470221_10",0,4,13,0,0,0
"scaffold_208_partial_408721_470221_11",0,7,9,0,0,0
"scaffold_208_partial_408721_470221_12",0,0,6,0,0,0
"scaffold_208_partial_408721_470221_13",0,3,3,0,0,0
"scaffold_208_partial_408721_470221_14",0,0,1,0,0,0
"scaffold_208_partial_408721_470221_15",0,0,0,0,0,0
"scaffold_208_partial_408721_470221_16",0,1,4,0,0,0
"scaffold_208_partial_408721_470221_17",0,0,12,0,0,0
"scaffold_208_partial_408721_470221_18",0,0,12,0,0,0
"scaffold_208_partial_408721_470221_19",0,1,5,0,0,0
"scaffold_208_partial_408721_470221_20",0,0,13,0,0,0
"scaffold_208_partial_408721_470221_21",0,0,10,0,0,0
