"","B1","B3","B4","E1","E2","E3"
"scaffold_22794_1",0,0,0,0,0,0
"scaffold_22794_2",0,0,0,0,0,0
"scaffold_22794_3",0,0,0,0,0,0
"scaffold_22794_4",0,0,0,0,0,0
"scaffold_22794_5",0,0,0,0,0,0
"scaffold_22794_6",0,0,0,0,0,0
"scaffold_22794_7",0,0,0,0,0,0
"scaffold_59813_1",0,0,0,0,0,0
"scaffold_59813_2",0,0,0,0,0,0
"scaffold_69777_1",0,0,0,0,0,0
"scaffold_69777_2",0,0,0,0,0,0
"scaffold_76946_1",0,0,0,0,0,0
"scaffold_76946_2",0,0,0,0,0,0
"scaffold_12492_1",0,0,0,0,0,0
"scaffold_12492_2",0,0,0,0,0,0
"scaffold_12492_3",0,0,0,0,0,0
"scaffold_12492_4",0,0,0,0,0,0
"scaffold_12492_5",0,0,0,0,0,0
"scaffold_12492_6",0,0,0,0,0,0
"scaffold_12492_7",0,0,0,0,0,0
"scaffold_12492_8",0,0,0,0,0,0
"scaffold_37234_1",0,0,0,0,0,0
"scaffold_37234_2",0,0,0,0,0,0
"scaffold_37234_3",0,0,0,0,0,0
"scaffold_59013_1",0,0,0,0,0,0
"scaffold_59013_2",0,0,0,0,0,0
"scaffold_59013_3",0,0,0,0,0,0
"scaffold_81668_1",0,0,0,0,0,0
"scaffold_81668_2",0,0,0,0,0,0
"scaffold_14777_1",0,0,0,0,0,0
"scaffold_14777_2",0,0,0,0,0,0
"scaffold_14777_3",0,0,0,0,0,0
"scaffold_14777_4",0,0,0,0,0,0
"scaffold_14777_5",0,0,0,0,0,0
"scaffold_14777_6",0,0,0,0,0,0
"scaffold_54882_1",0,0,0,0,0,0
"scaffold_54882_2",0,0,0,0,0,0
"scaffold_54882_3",0,0,0,0,0,0
"scaffold_73898_1",0,0,0,0,0,0
"scaffold_73898_2",0,0,0,0,0,0
"scaffold_48866_1",0,0,0,0,0,0
"scaffold_48866_2",0,0,0,0,0,0
"scaffold_42522_1",0,0,0,0,0,0
"scaffold_42522_2",0,0,0,0,0,0
"scaffold_42522_3",0,0,0,0,0,0
"scaffold_24298_1",0,0,0,0,0,0
"scaffold_24298_2",0,0,0,0,0,0
"scaffold_22802_1",0,0,0,0,0,0
"scaffold_22802_2",0,0,0,0,0,0
"scaffold_22802_3",0,0,0,0,0,0
"scaffold_22802_4",0,0,0,0,0,0
"scaffold_22802_5",0,0,0,0,0,0
"scaffold_72718_1",0,0,0,0,0,0
"scaffold_50109_1",0,0,0,0,0,0
"scaffold_50109_2",0,0,0,0,0,0
"scaffold_50109_3",0,0,0,0,0,0
"scaffold_26687_1",0,0,0,0,0,0
"scaffold_26687_2",0,0,0,0,0,0
"scaffold_26687_3",0,0,0,0,0,0
"scaffold_26687_4",0,0,0,0,0,0
"scaffold_65268_1",0,0,0,0,0,0
"scaffold_14667_1",0,0,0,0,0,0
"scaffold_14667_2",0,0,0,0,0,0
"scaffold_14667_3",0,0,0,0,0,0
"scaffold_14667_4",0,0,0,0,0,0
"scaffold_14667_5",0,0,0,0,0,0
"scaffold_14667_6",0,0,0,0,0,0
"scaffold_14667_7",0,0,0,0,0,0
"scaffold_14667_8",0,0,0,0,0,0
"scaffold_14667_9",0,0,0,0,0,0
"scaffold_12396_1",0,0,0,0,0,0
"scaffold_12396_2",0,0,0,0,0,0
"scaffold_12396_3",0,0,0,0,0,0
"scaffold_12396_4",0,0,0,0,0,0
"scaffold_12396_5",0,0,0,0,0,0
"scaffold_12396_6",0,0,0,0,0,0
"scaffold_12396_7",0,0,0,0,0,0
"scaffold_12396_8",0,0,0,0,0,0
